"ACCOUNT_NUM","APPRAISAL_YR","TAX_OBJ_ID","SEQ_NUM","IMPR_TYP_DESC","IMPR_DESC","YR_BUILT","CONSTR_TYP_DESC","FLOOR_TYP_DESC","EXT_WALL_DESC","NUM_STORIES","AREA_SIZE","VAL_AMT","DEPRECIATION_PCT"
"00000144223000000","2019","00000144223000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","160","304.00",".60"
"00000144223000000","2019","00000144223000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","324","616.00",".70"
"00000144229000000","2019","00000144229000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","200","1500.00",".75"
"00000144235000000","2019","00000144235000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","280","2048.00",".70"
"00000144247000000","2019","00000144247000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","600","3500.00",".60"
"00000144250000000","2019","00000144250000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","300","1774.00",".50"
"00000144253000000","2019","00000144253000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","FRAME","0","440","100.00",".60"
"00000144259000000","2019","00000144259000000","1","DETACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","FRAME","0","360","2584.00",".40"
"00000144262000000","2019","00000144262000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","360","2162.00",".50"
"00000144265000000","2019","00000144265000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","360","919.00",".50"
"00000144265000000","2019","00000144265000000","2","DETACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","FRAME","0","240","500.00",".50"
"00000144277000000","2019","00000144277000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","360","510.00",".70"
"00000144283000000","2019","00000144283000000","1","DETACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","FRAME","0","600","1000.00",".60"
"00000144295000000","2019","00000144295000000","1","ENCLOSED PATIO","ENCL PORCH","1000","UNASSIGNED","UNASSIGNED","FRAME","0","104","500.00",".00"
"00000144295000000","2019","00000144295000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","312","1845.00",".60"
"00000144298000000","2019","00000144298000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","400","2366.00",".60"
"00000144301000000","2019","00000144301000000","1","DETACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","FRAME","0","200","1000.00",".60"
"00000144523000000","2019","00000144523000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","320","500.00",".60"
"00000144526000000","2019","00000144526000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","300","2500.00",".50"
"00000144526000000","2019","00000144526000000","2","ROOM ADDITION","","2003","UNASSIGNED","UNASSIGNED","FRAME","0","200","6600.00",".00"
"00000144535000000","2019","00000144535000000","1","OUTBUILDING","SCREEN PORCH (OB)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","168","500.00",".00"
"00000144535000000","2019","00000144535000000","2","STORAGE BUILDING","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","400","1500.00",".45"
"00000144538000000","2019","00000144538000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","600","2144.00",".60"
"00000144538000000","2019","00000144538000000","2","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","216","1080.00",".50"
"00000144541000000","2019","00000144541000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","351","7445.94",".05"
"00000144544000000","2019","00000144544000000","2","ENCLOSED GARAGE","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","351","8424.00",".20"
"00000144556000000","2019","00000144556000000","1","DETACHED CARPORT","CARPORT","1000","FR-FRAME","DIRT","FRAME","0","360","3240.00",".40"
"00000144562000000","2019","00000144562000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","361","1083.00",".90"
"00000144568000000","2019","00000144568000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","600","300.00",".90"
"00000144571000000","2019","00000144571000000","1","STORAGE BUILDING","STORAGE SHED","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","100","100.00",".00"
"00000144577000000","2019","00000144577000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","240","6019.92",".10"
"00000144583000000","2019","00000144583000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","ASBESTOS SHINGLES","0","624","1872.00",".90"
"00000144586000000","2019","00000144586000000","1","ATTACHED CARPORT","EST 14X50","1000","UNASSIGNED","UNASSIGNED","ALUMINIUM","0","500","1750.00",".30"
"00000144586000000","2019","00000144586000000","2","STORAGE BUILDING","EST 16X20 FRME STRG","1000","UNASSIGNED","UNASSIGNED","FRAME","0","320","2720.00",".15"
"00000144589000000","2019","00000144589000000","1","DETACHED QUARTERS","SERVANTS QUARTERS","1000","FR-FRAME","UNASSIGNED","FRAME","0","633","6330.00",".80"
"00000144592000000","2019","00000144592000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","500","3000.00",".80"
"00000144598000000","2019","00000144598000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","420","15868.59",".10"
"00000144601000000","2019","00000144601000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","440","1320.00",".90"
"00000144613000000","2019","00000144613000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","264","11065.95",".20"
"00000144616000000","2019","00000144616000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","180","540.00",".90"
"00000144622000000","2019","00000144622000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","600","1800.00",".90"
"00000144625000000","2019","00000144625000000","1","DETACHED GARAGE","GARAGE","1000","BK-BRICK","DIRT","FRAME","0","266","1596.00",".80"
"00000144625000000","2019","00000144625000000","2","STORAGE BUILDING","STG BLDG","1000","UNASSIGNED","UNASSIGNED","FRAME","0","160","1500.00",".00"
"00000144625000000","2019","00000144625000000","7","UNASSIGNED","EXTERIOR BRICK VENEER","2014","UNASSIGNED","UNASSIGNED","BRICK VENEER","0","1","3000.00",".00"
"00000144628000000","2019","00000144628000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","252","756.00",".90"
"00000144631000000","2019","00000144631000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","200","300.00",".95"
"00000144643000000","2019","00000144643000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","187","561.00",".90"
"00000144646000000","2019","00000144646000000","1","ROOM ADDITION","2 STORY DET LA","1000","UNASSIGNED","UNASSIGNED","FRAME","0","800","6000.00",".00"
"00000144655000000","2019","00000144655000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","320","10080.00",".10"
"00000144658000000","2019","00000144658000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","288","2160.00",".75"
"00000144658000000","2019","00000144658000000","2","ENCLOSED PATIO","SCREEN PORCH","1000","UNASSIGNED","UNASSIGNED","FRAME","0","96","420.00",".75"
"00000144670000000","2019","00000144670000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","322","10334.91",".00"
"00000144673000000","2019","00000144673000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","264","11065.95",".20"
"00000144679000000","2019","00000144679000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","400","1000.00",".60"
"00000144688000000","2019","00000144688000000","1","STORAGE BUILDING","","1000","UNASSIGNED","UNASSIGNED","ALUMINIUM","0","80","80.00",".80"
"00000144691000000","2019","00000144691000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","198","5346.00",".10"
"00000144691000000","2019","00000144691000000","2","UNASSIGNED","STONE VENEER","1000","UNASSIGNED","UNASSIGNED","STONE VENEER","0","1","3000.00",".00"
"00000144697000000","2019","00000144697000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","520","19047.65",".05"
"00000144709000000","2019","00000144709000000","1","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","ALUMINIUM","0","200","100.00",".90"
"00000144724000000","2019","00000144724000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","250","400.00",".60"
"00000144730000000","2019","00000144730000000","1","STORAGE BUILDING","STORAGE BUILDING (OB)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","100","300.00",".00"
"00000144730000000","2019","00000144730000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","200","800.00",".60"
"00000144736000000","2019","00000144736000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","242","300.00",".50"
"00000144742000000","2019","00000144742000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","ALUMINIUM","0","260","2112.50",".35"
"00000144742000000","2019","00000144742000000","2","STORAGE BUILDING","UTILITY ROOM","1000","UNASSIGNED","UNASSIGNED","VINYL","0","52","676.00",".35"
"00000144745000000","2019","00000144745000000","1","DETACHED CARPORT","CARPORT","1000","MT-METAL","DIRT","UNASSIGNED","0","144","500.00",".50"
"00000144751000000","2019","00000144751000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","108","500.00",".50"
"00000144757000000","2019","00000144757000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","200","2818.80",".60"
"00000144760000000","2019","00000144760000000","1","DETACHED CARPORT","CARPORT","1000","MT-METAL","DIRT","UNASSIGNED","0","200","500.00",".50"
"00000144766000000","2019","00000144766000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","180","300.00",".50"
"00000144772000000","2019","00000144772000000","1","STORAGE BUILDING","STORAGE BUILDING (OB)","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","120","200.00",".00"
"00000144775000000","2019","00000144775000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","280","1200.00",".60"
"00000144778000000","2019","00000144778000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","252","1000.00",".60"
"00000144787000000","2019","00000144787000000","1","DETACHED QUARTERS","2ND SFR IN REAR","1000","UNASSIGNED","UNASSIGNED","BRICK VENEER","0","567","4470.00",".55"
"00000144799000000","2019","00000144799000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","400","14273.34",".15"
"00000144799000000","2019","00000144799000000","1","STORAGE BUILDING","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","150","750.00",".00"
"00000144802000000","2019","00000144802000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","336","500.00",".60"
"00000144817000000","2019","00000144817000000","2","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","319","9324.85",".05"
"00000144820000000","2019","00000144820000000","1","ATTACHED CARPORT","CARPORT","1920","FR-FRAME","CONCRETE","FRAME","0","150","300.00",".60"
"00000144826000000","2019","00000144826000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","242","10143.79",".20"
"00000144829000000","2019","00000144829000000","1","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","ALUMINIUM","0","200","300.00",".80"
"00000144835000000","2019","00000144835000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","180","500.00",".50"
"00000144841000000","2019","00000144841000000","2","UNASSIGNED","EXTERIOR BRICK VENEER","1000","UNASSIGNED","UNASSIGNED","BRICK VENEER","0","1","3000.00",".00"
"00000144862000000","2019","00000144862000000","2","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","800","11966.40",".25"
"00000144865000000","2019","00000144865000000","1","DETACHED GARAGE","","2016","UNASSIGNED","UNASSIGNED","CONCRETE FIBERBOARD","0","484","14520.00",".00"
"00000144871000000","2019","00000144871000000","1","ENCLOSED PATIO","ENCL PORCH","1000","UNASSIGNED","UNASSIGNED","FRAME","0","98","122.50",".90"
"00000144877000000","2019","00000144877000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","260","11579.43",".15"
"00000144886000000","2019","00000144886000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","288","500.00",".45"
"00000144889000000","2019","00000144889000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","360","11340.00",".10"
"00000144898000000","2019","00000144898000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","264","11065.95",".20"
"00000144904000000","2019","00000144904000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","420","15868.59",".10"
"00000144907000000","2019","00000144907000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","324","486.00",".95"
"00000144913000000","2019","00000144913000000","2","DETACHED CARPORT","CARPORT","1000","MT-METAL","CONCRETE","FRAME","0","360","300.00",".60"
"00000144916000000","2019","00000144916000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","400","1000.00",".60"
"00000144922000000","2019","00000144922000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","324","10881.32",".20"
"00000144934000000","2019","00000144934000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","351","11788.10",".20"
"00000144943000000","2019","00000144943000000","1","ATTACHED GARAGE","","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","315","9692.55",".00"
"00000144946000000","2019","00000144946000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","420","15868.59",".10"
"00000144955000000","2019","00000144955000000","1","ATTACHED CARPORT","","2004","UNASSIGNED","UNASSIGNED","FRAME","0","208","2600.00",".00"
"00000144961000000","2019","00000144961000000","1","STORAGE BUILDING","STRG BLDG","1000","FR-FRAME","CONCRETE","FRAME","0","198","500.00",".60"
"00000144964000000","2019","00000144964000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","198","500.00",".60"
"00000144964000000","2019","00000144964000000","2","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","DIRT","UNASSIGNED","0","434","500.00",".60"
"00000144967000000","2019","00000144967000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","260","10898.28",".20"
"00000144970000000","2019","00000144970000000","1","ENCLOSED PATIO","ENCL PORCH","1000","UNASSIGNED","UNASSIGNED","FRAME","0","112","560.00",".60"
"00000144976000000","2019","00000144976000000","2","ATTACHED CARPORT","","2006","UNASSIGNED","UNASSIGNED","FRAME","0","220","3300.00",".00"
"00000170062000000","2019","00000170062000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","216","300.00",".60"
"00000170065000000","2019","00000170065000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","200","200.00",".50"
"00000170074000000","2019","00000170074000000","1","ATTACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","180","2766.54",".60"
"00000170083000000","2019","00000170083000000","1","STORAGE BUILDING","STORAGE BLDG","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","200","400.00",".00"
"00000170086000000","2019","00000170086000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","400","500.00",".45"
"00000170092000000","2019","00000170092000000","1","ATTACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","364","4336.97",".60"
"00000170095000000","2019","00000170095000000","2","ATTACHED CARPORT","","2012","UNASSIGNED","UNASSIGNED","FRAME","0","240","1920.00",".20"
"00000170095000000","2019","00000170095000000","3","STORAGE BUILDING","","2012","UNASSIGNED","UNASSIGNED","FRAME","0","64","512.00",".20"
"00000170098000000","2019","00000170098000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","240","200.00",".60"
"00000170101000000","2019","00000170101000000","1","DECK","SCREEN PORCH","1928","UNASSIGNED","UNASSIGNED","FRAME","0","112","280.00",".80"
"00000170101000000","2019","00000170101000000","2","STORAGE BUILDING","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","100","250.00",".80"
"00000170110000000","2019","00000170110000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","336","4032.00",".60"
"00000170119000000","2019","00000170119000000","1","DETACHED CARPORT","CARPORT","1000","MT-METAL","DIRT","UNASSIGNED","0","240","500.00",".60"
"00000170122000000","2019","00000170122000000","1","DETACHED CARPORT","CARPORT","1000","FR-FRAME","DIRT","UNASSIGNED","0","280","800.00",".60"
"00000170128000000","2019","00000170128000000","1","DETACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","200","100.00",".70"
"00000170137000000","2019","00000170137000000","1","DETACHED QUARTERS","REMODELED 2014 - PRC","1000","MT-METAL","CONCRETE","FRAME","0","320","4480.00",".30"
"00000170140000000","2019","00000170140000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","324","1620.00",".50"
"00000170143000000","2019","00000170143000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","500","800.00",".60"
"00000170146000000","2019","00000170146000000","1","DETACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","FRAME","0","280","400.00",".50"
"00000170149000000","2019","00000170149000000","1","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","128","500.00",".00"
"00000170155000000","2019","00000170155000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","180","200.00",".70"
"00000170170000000","2019","00000170170000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","160","200.00",".60"
"00000170179000000","2019","00000170179000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","160","200.00",".60"
"00000170182000000","2019","00000170182000000","1","ROOM ADDITION","ADDITION    OB","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","256","3840.00",".70"
"00000170182000000","2019","00000170182000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","360","800.00",".60"
"00000170182000000","2019","00000170182000000","3","DETACHED CARPORT","CARPORT","1000","MT-METAL","CONCRETE","UNASSIGNED","0","240","800.00",".60"
"00000170197000000","2019","00000170197000000","1","DETACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","300","1000.00",".60"
"00000170200000000","2019","00000170200000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","252","300.00",".60"
"00000170203000000","2019","00000170203000000","1","ROOM ADDITION","ADD ON","1000","UNASSIGNED","UNASSIGNED","FRAME","0","80","800.00",".00"
"00000170203000000","2019","00000170203000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","180","1487.00",".50"
"00000170221000000","2019","00000170221000000","1","STORAGE BUILDING","","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","80","200.00",".00"
"00000170230000000","2019","00000170230000000","1","DETACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","ALUMINIUM","0","216","500.00",".60"
"00000170233000000","2019","00000170233000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","ALUMINIUM","0","200","100.00",".70"
"00000170236000000","2019","00000170236000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","FRAME","0","240","200.00",".50"
"00000170239000000","2019","00000170239000000","1","STORAGE BUILDING","OB-STG","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","168","500.00",".00"
"00000170239000000","2019","00000170239000000","2","DECK","","2017","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","1","1000.00",".00"
"00000170251000000","2019","00000170251000000","1","STORAGE BUILDING","","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","228","1000.00",".00"
"00000170272000000","2019","00000170272000000","1","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","200","500.00",".00"
"00000170276000000","2019","00000170276000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","144","300.00",".00"
"00000170287000000","2019","00000170287000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","440","600.00",".50"
"00000170293000000","2019","00000170293000000","1","ROOM ADDITION","REAR ADDN","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","170","2524.00",".01"
"00000170293000000","2019","00000170293000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","240","1000.00",".60"
"00000170293000000","2019","00000170293000000","3","DETACHED CARPORT","CARPORT","1000","MT-METAL","CONCRETE","UNASSIGNED","0","120","500.00",".60"
"00000170311000000","2019","00000170311000000","1","ROOM ADDITION","DEN ADDN","2003","UNASSIGNED","UNASSIGNED","FRAME","0","494","14820.00",".00"
"00000170311000000","2019","00000170311000000","2","ROOM ADDITION","UP STAIR BEDROOM","2003","UNASSIGNED","UNASSIGNED","FRAME","0","962","28860.00",".00"
"00000170320000000","2019","00000170320000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","800","500.00",".60"
"00000170359000000","2019","00000170359000000","2","DETACHED QUARTERS","BC 2 SFR-2NDDUPLEX","1935","UNASSIGNED","UNASSIGNED","FRAME","0","888","21312.00",".40"
"00000170359000000","2019","00000170359000000","3","DETACHED QUARTERS","BC 2 SFR-3RD DUPLEX","1935","UNASSIGNED","UNASSIGNED","FRAME","0","888","21312.00",".40"
"00000170362000000","2019","00000170362000000","2","DETACHED QUARTERS","BC 2 3528","1935","UNASSIGNED","UNASSIGNED","FRAME","0","882","24255.00",".45"
"00000170362000000","2019","00000170362000000","3","DETACHED QUARTERS","BC 2 3530","1935","UNASSIGNED","UNASSIGNED","FRAME","0","882","24255.00",".45"
"00000170365000000","2019","00000170365000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","198","2000.00",".00"
"00000170389000000","2019","00000170389000000","1","DETACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","180","500.00",".00"
"00000170398000000","2019","00000170398000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","500","1000.00",".60"
"00000170407000000","2019","00000170407000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","216","300.00",".60"
"00000170425000000","2019","00000170425000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","240","5994.16",".35"
"00000170455000000","2019","00000170455000000","1","ROOM ADDITION","ADDITION","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","60","100.00",".00"
"00000170455000000","2019","00000170455000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","576","1000.00",".60"
"00000170458000000","2019","00000170458000000","1","DETACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","440","5000.00",".60"
"00000170464000000","2019","00000170464000000","1","ROOM ADDITION","2ND FLR ADDN","2016","UNASSIGNED","UNASSIGNED","FRAME","0","682","8729.60",".80"
"00000170482000000","2019","00000170482000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","220","300.00",".60"
"00000170500000000","2019","00000170500000000","1","ROOM ADDITION","ADDITION 7X14","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","98","100.00",".00"
"00000170521000000","2019","00000170521000000","1","ATTACHED CARPORT","CARPORT","1000","MT-METAL","CONCRETE","UNASSIGNED","0","200","300.00",".45"
"00000170530000000","2019","00000170530000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","144","300.00",".00"
"00000170539000000","2019","00000170539000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","342","1026.00",".90"
"00000170542000000","2019","00000170542000000","1","ATTACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","288","4426.46",".60"
"00000170551000000","2019","00000170551000000","1","STORAGE BUILDING","","2017","UNASSIGNED","UNASSIGNED","ALUMINIUM","0","420","4200.00",".00"
"00000170560000000","2019","00000170560000000","1","DETACHED QUARTERS","2ND HOUSE","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","180","1500.00",".00"
"00000170560000000","2019","00000170560000000","2","DETACHED CARPORT","CARPORT","1000","MT-METAL","CONCRETE","UNASSIGNED","0","360","500.00",".50"
"00000170563000000","2019","00000170563000000","1","UNASSIGNED","2ND HOUSE CLASS 2","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","288","2500.00",".00"
"00000170572000000","2019","00000170572000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","380","2800.00",".60"
"00000170581000000","2019","00000170581000000","1","ATTACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","220","6314.62",".25"
"00000170596000000","2019","00000170596000000","2","STORAGE BUILDING","12 X 16 FRAME STRG","2011","UNASSIGNED","UNASSIGNED","WEATHERBOARD","0","144","2880.00",".00"
"00000170596000000","2019","00000170596000000","3","DECK","COVERED PORCH/PATIO","2015","UNASSIGNED","UNASSIGNED","WEATHERBOARD","0","292","7300.00",".00"
"00000170605000000","2019","00000170605000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","336","1000.00",".70"
"00000170611000000","2019","00000170611000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","288","2000.00",".50"
"00000170620000000","2019","00000170620000000","1","ROOM ADDITION","6X12 ADDITION (OB)","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","72","100.00",".00"
"00000170629000000","2019","00000170629000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","180","200.00",".60"
