"ACCOUNT_NUM","APPRAISAL_YR","TAX_OBJ_ID","SEQ_NUM","IMPR_TYP_DESC","IMPR_DESC","YR_BUILT","CONSTR_TYP_DESC","FLOOR_TYP_DESC","EXT_WALL_DESC","NUM_STORIES","AREA_SIZE","VAL_AMT","DEPRECIATION_PCT"
"00000139711000000","2019","00000139711000000","2","DETACHED QUARTERS","4513 LINDSLEY AVE (OB)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","1177","6360.00",".00"
"00000139711000000","2019","00000139711000000","3","DETACHED QUARTERS","4515 LINDSLEY AVE","1000","UNASSIGNED","UNASSIGNED","FRAME","0","545","5000.00",".00"
"00000139774000000","2019","00000139774000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","460","9244.62",".10"
"00000139774000000","2019","00000139774000000","2","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","400","2000.00",".50"
"00000139789000000","2019","00000139789000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","420","8909.67",".05"
"00000139792000000","2019","00000139792000000","2","STORAGE BUILDING","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","120","360.00",".70"
"00000139813000000","2019","00000139813000000","1","ROOM ADDITION","ADDN(OB)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","240","2376.00",".01"
"00000139816000000","2019","00000139816000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","200","500.00",".60"
"00000139819000000","2019","00000139819000000","1","DETACHED QUARTERS","APTMT IN REAR","1000","UNASSIGNED","UNASSIGNED","FRAME","0","400","2000.00",".00"
"00000139828000000","2019","00000139828000000","1","ENCLOSED GARAGE","ENCL GA","1000","UNASSIGNED","UNASSIGNED","FRAME","0","120","1200.00",".00"
"00000139828000000","2019","00000139828000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","480","1000.00",".50"
"00000139831000000","2019","00000139831000000","1","ROOM ADDITION","FR ADDN","1000","UNASSIGNED","UNASSIGNED","FRAME","0","240","2000.00",".00"
"00000139840000000","2019","00000139840000000","1","DETACHED GARAGE","GARAGE","1000","MT-METAL","CONCRETE","FRAME","0","520","3000.00",".60"
"00000139843000000","2019","00000139843000000","1","DETACHED QUARTERS","APTMT IN REAR","1000","UNASSIGNED","UNASSIGNED","FRAME","0","260","10400.00",".20"
"00000139843000000","2019","00000139843000000","2","DETACHED CARPORT","CARPORT","1000","FR-FRAME","DIRT","FRAME","0","448","5376.00",".20"
"00000139900000000","2019","00000139900000000","1","STORAGE BUILDING","WOODEN STORAGE SHED","1000","UNASSIGNED","UNASSIGNED","FRAME","0","100","297.00",".01"
"00000139903000000","2019","00000139903000000","1","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","ALUMINIUM","0","644","4830.00",".40"
"00000139906000000","2019","00000139906000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","240","10059.96",".20"
"00000139915000000","2019","00000139915000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","462","11862.68",".00"
"00000139921000000","2019","00000139921000000","1","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","360","810.00",".70"
"00000139924000000","2019","00000139924000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","627","1990.00",".70"
"00000139924000000","2019","00000139924000000","2","DETACHED QUARTERS","2ND RESIDENCE AT REAR","1000","UNASSIGNED","UNASSIGNED","FRAME","0","948","5630.17",".90"
"00000139933000000","2019","00000139933000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","276","2550.00",".60"
"00000139936000000","2019","00000139936000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","360","500.00",".90"
"00000139936000000","2019","00000139936000000","2","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","300","675.00",".70"
"00000139939000000","2019","00000139939000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","480","2880.00",".80"
"00000139945000000","2019","00000139945000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","360","540.00",".95"
"00000139951000000","2019","00000139951000000","1","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","ALUMINIUM","0","360","1080.00",".40"
"00000139954000000","2019","00000139954000000","1","ENCLOSED GARAGE","QUARTERS","1000","FR-FRAME","CONCRETE","FRAME","0","600","500.00",".60"
"00000139954000000","2019","00000139954000000","2","DETACHED CARPORT","CARPORT","1000","MT-METAL","CONCRETE","ALUMINIUM","0","600","450.00",".90"
"00000139963000000","2019","00000139963000000","1","ATTACHED CARPORT","CARPORT","1925","FR-FRAME","DIRT","FRAME","0","572","2860.00",".80"
"00000139969000000","2019","00000139969000000","1","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","360","1170.00",".50"
"00000139972000000","2019","00000139972000000","1","STORAGE BUILDING","GARAGE/STRG BLDG","1000","FR-FRAME","DIRT","FRAME","0","160","240.00",".95"
"00000139975000000","2019","00000139975000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","299","13316.34",".15"
"00000139978000000","2019","00000139978000000","2","STORAGE BUILDING","STG","1000","FR-FRAME","DIRT","FRAME","0","160","500.00",".60"
"00000139978000000","2019","00000139978000000","3","CABANA","REAR COVERED PATIO","2015","UNASSIGNED","UNASSIGNED","FRAME","0","554","13850.00",".00"
"00000139981000000","2019","00000139981000000","2","ENCLOSED PATIO","COVERED PORCH","2013","UNASSIGNED","UNASSIGNED","FRAME","0","260","6500.00",".00"
"00000139984000000","2019","00000139984000000","1","OUTBUILDING","WORKSHOP","1000","UNASSIGNED","UNASSIGNED","FRAME","0","120","594.00",".01"
"00000139996000000","2019","00000139996000000","1","ROOM ADDITION","2ND HOME ON PROPERTY","1000","UNASSIGNED","UNASSIGNED","FRAME","0","2399","53978.00",".50"
"00000140005000000","2019","00000140005000000","1","ATTACHED CARPORT","CARPORT","1000","MT-METAL","DIRT","FRAME","0","272","1000.00",".60"
"00000140014000000","2019","00000140014000000","1","DETACHED GARAGE","","2010","UNASSIGNED","UNASSIGNED","FRAME","0","400","9600.00",".20"
"00000140017000000","2019","00000140017000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","384","500.00",".50"
"00000140017000000","2019","00000140017000000","2","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","FRAME","0","516","1000.00",".50"
"00000140020000000","2019","00000140020000000","1","ENCLOSED GARAGE","ENCLOSED GARAGE","1000","UNASSIGNED","UNASSIGNED","FRAME","0","600","4000.00",".00"
"00000140020000000","2019","00000140020000000","2","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","540","810.00",".70"
"00000140029000000","2019","00000140029000000","1","ROOM ADDITION","2ND FLR ADD'N","1000","UNASSIGNED","UNASSIGNED","FRAME","0","240","1200.00",".00"
"00000140044000000","2019","00000140044000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","240","1000.00",".60"
"00000140047000000","2019","00000140047000000","1","ROOM ADDITION","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","568","8520.00",".40"
"00000140050000000","2019","00000140050000000","1","DETACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","250","625.00",".50"
"00000140053000000","2019","00000140053000000","3","DETACHED QUARTERS","ADDN (OB)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","1059","9531.00",".10"
"00000140053000000","2019","00000140053000000","4","DETACHED GARAGE","","2017","UNASSIGNED","UNASSIGNED","FRAME","0","600","9000.00",".50"
"00000140056000000","2019","00000140056000000","1","DETACHED GARAGE","GARAGE","1000","MT-METAL","CONCRETE","FRAME","0","150","500.00",".70"
"00000140059000000","2019","00000140059000000","1","DETACHED GARAGE","GARAGE","1000","MT-METAL","DIRT","FRAME","0","360","1000.00",".60"
"00000140059000000","2019","00000140059000000","4","OUTBUILDING","EXTERIOR BRICK VENEER","2010","UNASSIGNED","UNASSIGNED","BRICK VENEER","0","1","5000.00",".00"
"00000140071000000","2019","00000140071000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","400","1000.00",".60"
"00000140077000000","2019","00000140077000000","1","STORAGE BUILDING","DET GARAGE/STRG","1000","FR-FRAME","CONCRETE","FRAME","0","320","720.00",".90"
"00000140080000000","2019","00000140080000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","220","5518.26",".10"
"00000140089000000","2019","00000140089000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","400","1500.00",".60"
"00000140092000000","2019","00000140092000000","1","STORAGE BUILDING","DT STG BLDG","1000","UNASSIGNED","UNASSIGNED","FRAME","0","288","1000.00",".00"
"00000140092000000","2019","00000140092000000","2","DETACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","400","800.00",".60"
"00000140095000000","2019","00000140095000000","1","ATTACHED CARPORT","CARPORT","1000","FR-FRAME","DIRT","UNASSIGNED","0","180","500.00",".50"
"00000140107000000","2019","00000140107000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","240","1000.00",".60"
"00000140110000000","2019","00000140110000000","1","DETACHED QUARTERS","2ND RESIDENCE","1000","UNASSIGNED","UNASSIGNED","MASONITE","0","950","37050.00",".40"
"00000140110000000","2019","00000140110000000","2","DETACHED QUARTERS","RENTAL UNIT","1000","UNASSIGNED","UNASSIGNED","MASONITE","0","750","29250.00",".40"
"00000140113000000","2019","00000140113000000","1","DETACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","FRAME","0","480","1634.00",".70"
"00000140122000000","2019","00000140122000000","1","DETACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","FRAME","0","440","5280.00",".60"
"00000140143000000","2019","00000140143000000","1","DETACHED GARAGE","","1000","FR-FRAME","DIRT","FRAME","0","506","1000.00",".75"
"00000140146000000","2019","00000140146000000","1","DETACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","180","500.00",".50"
"00000140149000000","2019","00000140149000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","416","13971.08",".20"
"00000140152000000","2019","00000140152000000","2","ATTACHED CARPORT","","2007","UNASSIGNED","UNASSIGNED","FRAME","0","672","2016.00",".40"
"00000140242000000","2019","00000140242000000","1","DETACHED QUARTERS","SERVANTS QUARTERS","1000","FR-FRAME","UNASSIGNED","FRAME","0","400","6600.00",".45"
"00000140398000000","2019","00000140398000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","400","1500.00",".60"
"00000140404000000","2019","00000140404000000","1","ROOM ADDITION","","2003","UNASSIGNED","UNASSIGNED","VINYL","0","540","21384.00",".01"
"00000140407000000","2019","00000140407000000","1","STORAGE BUILDING","WORKSHOP (OB)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","937","8433.00",".10"
"00000140407000000","2019","00000140407000000","2","ATTACHED CARPORT","CARPORT","1000","MT-METAL","DIRT","FRAME","0","200","100.00",".60"
"00000141259000000","2019","00000141259000000","1","ROOM ADDITION","OB ENCL FRONT PORCH","1000","UNASSIGNED","UNASSIGNED","FRAME","0","152","600.00",".00"
"00000141259000000","2019","00000141259000000","2","DETACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","FRAME","0","176","500.00",".50"
"00000141388000000","2019","00000141388000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","260","9522.57",".03"
"00000141418000000","2019","00000141418000000","1","PORTE COCHERE","CARPORT","1930","BK-BRICK","CONCRETE","BRICK VENEER","0","300","2700.00",".60"
"00000141547000000","2019","00000141547000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","268","9107.23",".10"
"00000141553000000","2019","00000141553000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","268","9107.23",".10"
"00000141577000000","2019","00000141577000000","1","STORAGE BUILDING","STRG BLDG  (OB)(12X20)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","240","300.00",".00"
"00000141577000000","2019","00000141577000000","2","ENCLOSED GARAGE","ENCL GA (OB)(16X20)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","320","3120.00",".35"
"00000141598000000","2019","00000141598000000","2","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","273","9277.14",".10"
"00000142231000000","2019","00000142231000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","400","13242.56",".00"
"00000142234000000","2019","00000142234000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","400","13242.56",".00"
"00000142243000000","2019","00000142243000000","1","DETACHED GARAGE","GARAGE","1000","MT-METAL","DIRT","FRAME","0","374","500.00",".70"
"00000142252000000","2019","00000142252000000","1","DECK","ENCL PORCH","1000","UNASSIGNED","UNASSIGNED","FRAME","0","144","2160.00",".40"
"00000142252000000","2019","00000142252000000","2","ENCLOSED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","BRICK VENEER","0","400","18000.00",".40"
"00000142282000000","2019","00000142282000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","240","400.00",".70"
"00000142300000000","2019","00000142300000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","440","800.00",".50"
"00000142402000000","2019","00000142402000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","792","500.00",".70"
"00000142402000000","2019","00000142402000000","2","DETACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","FRAME","0","150","100.00",".70"
"00000142564000000","2019","00000142564000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","288","8113.87",".15"
"00000142588000000","2019","00000142588000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","308","7647.58",".25"
"00000142603000000","2019","00000142603000000","1","DETACHED CARPORT","CARPORT","1000","MT-METAL","CONCRETE","FRAME","0","400","800.00",".60"
"00000142621000000","2019","00000142621000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","640","1300.00",".60"
"00000142642000000","2019","00000142642000000","1","ATTACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","288","7636.58",".20"
"00000142675000000","2019","00000142675000000","1","ATTACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","288","7636.58",".20"
"00000142693000000","2019","00000142693000000","1","ATTACHED CARPORT","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","216","1728.00",".60"
"00000142699000000","2019","00000142699000000","1","ROOM ADDITION","FR ADDN (OB)","1986","UNASSIGNED","UNASSIGNED","FRAME","0","384","3072.00",".00"
"00000142699000000","2019","00000142699000000","2","STORAGE BUILDING","2 METAL STRG (OB)","1000","UNASSIGNED","UNASSIGNED","ALUMINIUM","0","244","580.00",".00"
"00000142714000000","2019","00000142714000000","1","DECK","COVERED PATIO","2014","UNASSIGNED","UNASSIGNED","FRAME","0","192","4800.00",".00"
"00000142783000000","2019","00000142783000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","400","500.00",".60"
"00000142786000000","2019","00000142786000000","1","ENCLOSED PATIO","ENCL PORCH","1000","UNASSIGNED","UNASSIGNED","FRAME","0","158","1678.75",".75"
"00000142798000000","2019","00000142798000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","940","2000.00",".00"
"00000142798000000","2019","00000142798000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","480","2719.00",".45"
"00000142810000000","2019","00000142810000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","264","3642.05",".10"
"00000142855000000","2019","00000142855000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","348","3861.25",".10"
"00000142855000100","2019","00000142855000100","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","334","3705.92",".10"
"00000142906000000","2019","00000142906000000","1","ATTACHED GARAGE","","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","303","7523.43",".25"
"00000142909000000","2019","00000142909000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","320","700.00",".60"
"00000142912000000","2019","00000142912000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","305","8582.83",".15"
"00000142918000000","2019","00000142918000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","312","7230.44",".30"
"00000142939000000","2019","00000142939000000","1","STORAGE BUILDING","CORR IRON STG (OB)","1000","UNASSIGNED","UNASSIGNED","ALUMINIUM","0","1152","1097.00",".00"
"00000142957000000","2019","00000142957000000","0","ATTACHED GARAGE","","9999","FR-FRAME","CONCRETE","UNASSIGNED","0","288","7159.30",".25"
"00000142960000000","2019","00000142960000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","288","9243.16",".15"
"00000142963000000","2019","00000142963000000","2","ATTACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","288","7636.58",".20"
"00000142984000000","2019","00000142984000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","305","8582.83",".15"
"00000142987000000","2019","00000142987000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","520","1200.00",".70"
"00000142996000000","2019","00000142996000000","1","DETACHED GARAGE","GARAGE","2004","FR-FRAME","CONCRETE","MASONITE","0","462","13860.00",".00"
"00000142996000000","2019","00000142996000000","2","UNASSIGNED","BRICK/STONE VENEER","2004","UNASSIGNED","UNASSIGNED","BRICK VENEER","0","1","3000.00",".00"
"00000143197000000","2019","00000143197000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","305","8582.83",".15"
"00000143206000000","2019","00000143206000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","275","7291.88",".20"
"00000143239000000","2019","00000143239000000","1","STORAGE BUILDING","FRAME STORAGE (OB)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","500","1400.00",".00"
"00000143365000000","2019","00000143365000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","420","768.00",".65"
"00000143371000000","2019","00000143371000000","1","DECK","SCREEN PORCH","1921","UNASSIGNED","UNASSIGNED","FRAME","0","144","864.00",".60"
"00000143407000000","2019","00000143407000000","1","DETACHED GARAGE","GARAGE","1000","MT-METAL","CONCRETE","FRAME","0","288","740.00",".75"
"00000143425000000","2019","00000143425000000","1","PORTE COCHERE","","2018","UNASSIGNED","UNASSIGNED","FRAME","0","520","15600.00",".00"
"00000143443000000","2019","00000143443000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","320","817.00",".60"
"00000143476000000","2019","00000143476000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","48","175.00",".30"
"00000143479000000","2019","00000143479000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","600","1425.00",".50"
"00000143506000000","2019","00000143506000000","1","DECK","SCREEN PORCH","1000","UNASSIGNED","UNASSIGNED","FRAME","0","32","48.00",".90"
"00000143521000000","2019","00000143521000000","1","DETACHED CARPORT","CARPORT","1000","FR-FRAME","CONCRETE","FRAME","0","300","900.00",".60"
"00000143620000000","2019","00000143620000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","400","1000.00",".60"
"00000143647000000","2019","00000143647000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","360","1000.00",".35"
"00000143731000000","2019","00000143731000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","180","567.00",".60"
"00000143737000000","2019","00000143737000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","180","662.00",".70"
"00000143755000000","2019","00000143755000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","360","1838.00",".50"
"00000143785000000","2019","00000143785000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","400","11631.06",".25"
"00000143788000000","2019","00000143788000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","400","11631.06",".25"
"00000143791000000","2019","00000143791000000","1","ATTACHED GARAGE","GARAGE","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","400","11631.06",".25"
"00000143809000000","2019","00000143809000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","529","794.00",".95"
"00000143830000000","2019","00000143830000000","2","STORAGE BUILDING","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","475","356.25",".85"
"00000143833000000","2019","00000143833000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","360","1072.00",".50"
"00000143842000000","2019","00000143842000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","800","2851.00",".50"
"00000143845000000","2019","00000143845000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","216","454.00",".75"
"00000143857000000","2019","00000143857000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","480","680.00",".80"
"00000143860000000","2019","00000143860000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","360","1072.00",".75"
"00000143947000000","2019","00000143947000000","1","ROOM ADDITION","RM ADDN","1000","UNASSIGNED","UNASSIGNED","FRAME","0","70","900.00",".00"
"00000143947000000","2019","00000143947000000","2","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","2240","2400.00",".00"
"00000143947000000","2019","00000143947000000","3","STORAGE BUILDING","STG#1 80SF STG#2 576SF","1000","UNASSIGNED","UNASSIGNED","FRAME","0","656","1620.00",".00"
"00000143980000000","2019","00000143980000000","1","STORAGE BUILDING","6X8","1000","UNASSIGNED","UNASSIGNED","FRAME","0","48","120.00",".75"
"00000143986000000","2019","00000143986000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","160","960.00",".40"
"00000143998000000","2019","00000143998000000","1","DETACHED GARAGE","","1000","FR-FRAME","CONCRETE","FRAME","0","288","1500.00",".75"
"00000144016000000","2019","00000144016000000","1","ROOM ADDITION","","1000","UNASSIGNED","UNASSIGNED","FRAME","0","384","3072.00",".60"
"00000144022000000","2019","00000144022000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","180","540.00",".90"
"00000144031000000","2019","00000144031000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","252","900.00",".60"
"00000144034000000","2019","00000144034000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","352","2097.00",".75"
"00000144037000000","2019","00000144037000000","1","ROOM ADDITION","ENCL PORCH","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","112","500.00",".00"
"00000144043000000","2019","00000144043000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","324","827.00",".75"
"00000144064000000","2019","00000144064000000","1","UNASSIGNED","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","140","513.00",".30"
"00000144064000000","2019","00000144064000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","675","2000.00",".70"
"00000144068000000","2019","00000144068000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","500","2700.00",".50"
"00000144076000000","2019","00000144076000000","1","ATTACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","UNASSIGNED","0","546","16142.98",".05"
"00000144076000000","2019","00000144076000000","2","DECK","2ND FLR PORCH ADDN T","2015","UNASSIGNED","UNASSIGNED","FRAME","0","72","1620.00",".00"
"00000144085000000","2019","00000144085000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","80","240.00",".90"
"00000144085000000","2019","00000144085000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","400","1200.00",".90"
"00000144094000000","2019","00000144094000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","320","1500.00",".00"
"00000144097000000","2019","00000144097000000","1","UNASSIGNED","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","128","512.00",".00"
"00000144100000000","2019","00000144100000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","240","839.00",".60"
"00000144100000000","2019","00000144100000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","324","965.00",".70"
"00000144136000000","2019","00000144136000000","1","STORAGE BUILDING","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","FRAME","0","360","856.00",".50"
"00000144142000000","2019","00000144142000000","0","ATTACHED GARAGE","","9999","BK-BRICK","CONCRETE","UNASSIGNED","0","294","6948.33",".20"
"00000144151000000","2019","00000144151000000","1","STORAGE BUILDING","STORAGE BUILDING (OB)","1000","UNASSIGNED","UNASSIGNED","FRAME","0","600","800.00",".00"
"00000144160000000","2019","00000144160000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","FRAME","0","324","458.00",".60"
"00000144172000000","2019","00000144172000000","1","UNASSIGNED","STORAGE BUILDING","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","320","609.00",".60"
"00000144172000000","2019","00000144172000000","2","ATTACHED CARPORT","CARPORT","1000","BK-BRICK","CONCRETE","UNASSIGNED","0","480","1500.00",".35"
"00000144175000000","2019","00000144175000000","1","UNASSIGNED","SERVANTS QUARTERS","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","400","1800.00",".00"
"00000144193000000","2019","00000144193000000","1","ROOM ADDITION","ENCL PORCH","1000","UNASSIGNED","UNASSIGNED","FRAME","0","72","504.00",".30"
"00000144193000000","2019","00000144193000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","400","4000.00",".60"
"00000144196000000","2019","00000144196000000","1","DETACHED GARAGE","GARAGE","1000","FR-FRAME","CONCRETE","FRAME","0","480","1800.00",".70"
"00000144220000000","2019","00000144220000000","1","UNASSIGNED","ENCL PORCH","1000","UNASSIGNED","UNASSIGNED","UNASSIGNED","0","64","500.00",".00"
"00000144220000000","2019","00000144220000000","2","DETACHED GARAGE","GARAGE","1000","FR-FRAME","DIRT","UNASSIGNED","0","280","489.00",".60"
