"","Acct","count_of_311","count_of_311_scaled"
"374","00000196630000000",1,0.693255533297688
"375","00000196699000100",1,0.693255533297688
"376","00000196702000000",1,0.693255533297688
"377","00000197125000000",3,2.07976659989306
"378","00000197974000000",1,0.693255533297688
"379","00000197977000000",1,0.693255533297688
"380","00000199129000000",1,0.693255533297688
"381","00000199132000000",1,0.693255533297688
"382","00000199159000000",1,0.693255533297688
"383","00000199162000000",1,0.693255533297688
"384","00000199252000000",1,0.693255533297688
"385","00000199528000000",2,1.38651106659538
"386","00000199531000000",2,1.38651106659538
"387","00000199888000000",1,0.693255533297688
"388","00000199891000000",1,0.693255533297688
"389","00000200461000000",1,0.693255533297688
"390","00000200500000000",2,1.38651106659538
"391","00000200572000000",1,0.693255533297688
"392","00000200575000000",1,0.693255533297688
"393","00000200854000000",1,0.693255533297688
"394","00000201571000000",1,0.693255533297688
"395","00000201574000000",1,0.693255533297688
"396","00000201697000000",1,0.693255533297688
"397","00000201700000000",1,0.693255533297688
"398","00000202417000000",1,0.693255533297688
"399","00000202420000000",1,0.693255533297688
"400","00000203080000000",1,0.693255533297688
"401","00000203083000000",1,0.693255533297688
"402","00000203614000000",1,0.693255533297688
"403","00000203617000000",2,1.38651106659538
"404","00000203620000000",1,0.693255533297688
"405","00000203629000000",1,0.693255533297688
"406","00000203632000000",2,1.38651106659538
"407","00000203635000000",1,0.693255533297688
"408","00000203689000000",1,0.693255533297688
"409","00000203692000000",1,0.693255533297688
"410","00000204043000000",1,0.693255533297688
"411","00000204046000000",1,0.693255533297688
"412","00000204049000000",1,0.693255533297688
"413","00000204052000000",1,0.693255533297688
"414","00000204055000000",1,0.693255533297688
"415","00000204088000000",1,0.693255533297688
"416","00000204091000000",2,1.38651106659538
"417","00000204094000000",1,0.693255533297688
"418","00000204358000000",1,0.693255533297688
"419","00000204361000000",1,0.693255533297688
"420","00000204439000000",1,0.693255533297688
"421","00000204442000000",1,0.693255533297688
"422","00000204451000000",1,0.693255533297688
"423","00000204457000000",1,0.693255533297688
"424","00000204460000000",3,2.07976659989306
"425","00000204463000000",2,1.38651106659538
"426","00000204649000000",1,0.693255533297688
"427","00000204652000000",1,0.693255533297688
"428","00000204655000000",2,1.38651106659538
"429","00000204664000000",1,0.693255533297688
"430","00000204667000000",3,2.07976659989306
"431","00000204670000000",2,1.38651106659538
"432","00000204673000000",1,0.693255533297688
"433","00000204715000000",1,0.693255533297688
"434","00000204718000000",1,0.693255533297688
"435","00000204727000000",1,0.693255533297688
"436","00000204730000000",2,1.38651106659538
"437","00000204733000000",2,1.38651106659538
"438","00000204739000000",2,1.38651106659538
"439","00000204742000000",2,1.38651106659538
"440","00000204745000000",1,0.693255533297688
"441","00000204754000000",1,0.693255533297688
"442","00000204757000000",1,0.693255533297688
"443","00000204892000000",1,0.693255533297688
"444","00000204895000000",1,0.693255533297688
"445","00000205480000000",1,0.693255533297688
"446","00000205549000000",1,0.693255533297688
"447","00000205552000000",1,0.693255533297688
"448","00000205570000000",1,0.693255533297688
"449","00000205630000000",1,0.693255533297688
"450","00000205633000000",1,0.693255533297688
"451","00000205735000000",1,0.693255533297688
"452","00000205738000000",1,0.693255533297688
"453","00000205762000000",2,1.38651106659538
"454","00000205765000000",2,1.38651106659538
"455","00000205966000000",3,2.07976659989306
"456","00000205969000000",3,2.07976659989306
"457","00000206029000000",2,1.38651106659538
"458","00000206212000000",1,0.693255533297688
"459","00000206710000000",2,1.38651106659538
"460","00000206713000000",2,1.38651106659538
"461","00000206803000000",1,0.693255533297688
"462","00000206806000000",1,0.693255533297688
"463","00000206857000000",1,0.693255533297688
"464","00000206944000000",1,0.693255533297688
"465","00000206947000000",1,0.693255533297688
"466","00000206974000000",2,1.38651106659538
"467","00000206977000000",2,1.38651106659538
"468","00000207028000000",1,0.693255533297688
"469","00000207031000000",1,0.693255533297688
"470","00000207034000000",1,0.693255533297688
"471","00000207049000000",1,0.693255533297688
"472","00000207052000000",1,0.693255533297688
"473","00000207301000000",2,1.38651106659538
"474","00000207706000000",1,0.693255533297688
"475","00000207709000000",1,0.693255533297688
"476","00000207712000000",1,0.693255533297688
"477","00000208480000000",1,0.693255533297688
"478","00000208483000000",1,0.693255533297688
"479","00000209302000000",1,0.693255533297688
"480","00000209305000000",1,0.693255533297688
"481","00000209605000000",1,0.693255533297688
"482","00000209608000000",1,0.693255533297688
"483","00000209611000000",1,0.693255533297688
"484","00000209614000000",1,0.693255533297688
"485","00000211393000000",1,0.693255533297688
"486","00000211774000000",1,0.693255533297688
"487","00000211918000000",1,0.693255533297688
"488","00000212005000000",1,0.693255533297688
"489","00000212008000000",1,0.693255533297688
"490","00000212023000000",1,0.693255533297688
"491","00000212026000000",1,0.693255533297688
"492","00000212080000000",1,0.693255533297688
"493","00000212083000000",1,0.693255533297688
"494","00000212413000000",1,0.693255533297688
"495","00000217846000000",1,0.693255533297688
"496","00000217995000000",1,0.693255533297688
"497","00000217997000000",1,0.693255533297688
"498","00000218644000000",1,0.693255533297688
"499","00000218647000000",1,0.693255533297688
"500","00000218734000000",1,0.693255533297688
"501","00000219076000000",1,0.693255533297688
"502","00000219079000000",1,0.693255533297688
"503","00000219208000000",2,1.38651106659538
"504","00000219211000000",2,1.38651106659538
"505","00000219424000000",1,0.693255533297688
"506","00000219928000000",1,0.693255533297688
"507","00000219931000000",1,0.693255533297688
"508","00000220240000000",1,0.693255533297688
"509","00000220243000000",1,0.693255533297688
"510","00000220246000000",1,0.693255533297688
"511","00000220369000000",1,0.693255533297688
"512","00000220450000000",1,0.693255533297688
"513","00000221692000000",1,0.693255533297688
"514","00000222196000000",1,0.693255533297688
"515","00000222199000000",1,0.693255533297688
"516","00000222292000000",2,1.38651106659538
"517","00000222421000000",1,0.693255533297688
"518","00000222424000000",1,0.693255533297688
"519","00000222871000000",1,0.693255533297688
"520","00000222874000000",1,0.693255533297688
"521","00000223303000000",1,0.693255533297688
"522","00000223306000000",1,0.693255533297688
"523","00000225304000000",1,0.693255533297688
"524","00000226078000000",1,0.693255533297688
"525","00000226729000000",1,0.693255533297688
"526","00000226732000000",1,0.693255533297688
"527","00000226777000000",1,0.693255533297688
"528","00000226780000000",1,0.693255533297688
"529","00000227101000000",1,0.693255533297688
"530","00000227104000000",1,0.693255533297688
"531","00000227128000000",1,0.693255533297688
"532","00000227131000000",2,1.38651106659538
"533","00000227134000000",1,0.693255533297688
"534","00000227182000000",1,0.693255533297688
"535","00000227185000000",1,0.693255533297688
"536","00000227209000000",1,0.693255533297688
"537","00000227212000000",1,0.693255533297688
"538","00000227215000000",1,0.693255533297688
"539","00000227323000000",1,0.693255533297688
"540","00000227440000000",4,2.77302213319075
"541","00000227560000000",1,0.693255533297688
"542","00000227563000000",1,0.693255533297688
"543","00000227566000000",1,0.693255533297688
"544","00000227632000000",1,0.693255533297688
"545","00000227695000000",2,1.38651106659538
"546","00000227698000000",2,1.38651106659538
"547","00000227788000000",1,0.693255533297688
"548","00000227791000000",1,0.693255533297688
"549","00000227794000000",1,0.693255533297688
"550","00000228406000000",1,0.693255533297688
"551","00000228655000000",1,0.693255533297688
"552","00000228682000000",1,0.693255533297688
"553","00000228709000000",1,0.693255533297688
"554","00000228781000000",1,0.693255533297688
"555","00000228784000000",1,0.693255533297688
"556","00000229057000000",1,0.693255533297688
"557","00000231121000000",1,0.693255533297688
"558","00000231124000000",1,0.693255533297688
"559","00000231403000000",1,0.693255533297688
"560","00000231406000000",1,0.693255533297688
"561","00000231715000000",1,0.693255533297688
"562","00000231718000000",1,0.693255533297688
"563","00000231721000000",1,0.693255533297688
"564","00000231724000000",1,0.693255533297688
"565","00000231805000000",2,1.38651106659538
"566","00000231808000000",1,0.693255533297688
"567","00000232579000000",2,1.38651106659538
"568","00000232582000000",3,2.07976659989306
"569","00000232585000000",4,2.77302213319075
"570","00000232588000000",2,1.38651106659538
"571","00000232630000000",1,0.693255533297688
"572","00000232795000000",5,3.46627766648844
"573","00000232828000000",1,0.693255533297688
"574","00000232930000000",1,0.693255533297688
"575","00000232933000000",1,0.693255533297688
"576","00000234409000000",1,0.693255533297688
"577","00000234412000000",1,0.693255533297688
"578","00000234415000000",1,0.693255533297688
"579","00000234994000000",1,0.693255533297688
"580","00000234997000000",1,0.693255533297688
"581","00000235747000000",1,0.693255533297688
"582","00000235750000000",1,0.693255533297688
"583","00000235753000000",1,0.693255533297688
"584","00000235756000000",2,1.38651106659538
"585","00000236758000000",1,0.693255533297688
"586","00000236761000000",1,0.693255533297688
"587","00000237487000000",1,0.693255533297688
"588","00000238246000000",1,0.693255533297688
"589","00000238249000000",1,0.693255533297688
"590","00000238333000000",1,0.693255533297688
"591","00000238360000000",1,0.693255533297688
"592","00000238363000000",1,0.693255533297688
"593","00000238363000100",1,0.693255533297688
"594","00000238453000000",1,0.693255533297688
"595","00000238456000000",1,0.693255533297688
"596","00000238516000000",1,0.693255533297688
"597","00000238557180000",1,0.693255533297688
"598","00000238557210000",1,0.693255533297688
"599","00000238557270000",1,0.693255533297688
"600","00000238654000000",1,0.693255533297688
"601","00000238657000000",1,0.693255533297688
"602","00000239323000000",2,1.38651106659538
"603","00000239326000000",1,0.693255533297688
"604","00000239329000000",1,0.693255533297688
"605","00000239362000000",1,0.693255533297688
"606","00000239365000000",1,0.693255533297688
"607","00000239527000000",1,0.693255533297688
"608","00000239638000000",1,0.693255533297688
"609","00000239650000000",1,0.693255533297688
"610","00000239653000000",1,0.693255533297688
"611","00000239680000000",1,0.693255533297688
"612","00000239683000000",1,0.693255533297688
"613","00000239686000000",1,0.693255533297688
"614","00000239692000000",1,0.693255533297688
"615","00000239695000000",2,1.38651106659538
"616","00000239698000000",1,0.693255533297688
"617","00000239953000000",1,0.693255533297688
"618","00000240100000000",1,0.693255533297688
"619","00000240103000000",1,0.693255533297688
"620","00000241345000000",1,0.693255533297688
"621","00000241582000000",4,2.77302213319075
"622","00000241585000000",4,2.77302213319075
"623","00000242065000000",1,0.693255533297688
"624","00000242068000000",1,0.693255533297688
"625","00000242125000000",1,0.693255533297688
"626","00000242128000000",3,2.07976659989306
"627","00000242131000000",2,1.38651106659538
"628","00000242161000000",2,1.38651106659538
"629","00000242164000000",2,1.38651106659538
"630","00000242329000000",1,0.693255533297688
"631","00000242374000000",1,0.693255533297688
"632","00000242377000000",3,2.07976659989306
"633","00000242380000000",2,1.38651106659538
"634","00000242803000000",1,0.693255533297688
"635","00000243106000000",1,0.693255533297688
"636","00000243109000000",1,0.693255533297688
"637","00000243235000000",3,2.07976659989306
"638","00000243325000000",1,0.693255533297688
"639","00000243418000000",2,1.38651106659538
"640","00000243421000000",2,1.38651106659538
"641","00000243427000000",1,0.693255533297688
"642","00000243448000000",1,0.693255533297688
"643","00000243451000000",1,0.693255533297688
"644","00000243493000000",1,0.693255533297688
"645","00000243496000000",2,1.38651106659538
"646","00000243499000000",1,0.693255533297688
"647","00000243562000000",1,0.693255533297688
"648","00000243565000000",1,0.693255533297688
"649","00000243607000000",1,0.693255533297688
"650","00000243610000000",1,0.693255533297688
"651","00000243688000000",1,0.693255533297688
"652","00000243691000000",1,0.693255533297688
"653","00000243694000000",1,0.693255533297688
"654","00000243697000000",1,0.693255533297688
"655","00000243778000000",1,0.693255533297688
"656","00000243781000000",1,0.693255533297688
"657","00000243784000000",1,0.693255533297688
"658","00000243802000000",1,0.693255533297688
"659","00000243805000000",1,0.693255533297688
"660","00000243811000000",1,0.693255533297688
"661","00000243814000000",1,0.693255533297688
"662","00000243838000000",1,0.693255533297688
"663","00000243841000000",1,0.693255533297688
"664","00000243883000000",1,0.693255533297688
"665","00000243889000000",2,1.38651106659538
"666","00000243892000000",2,1.38651106659538
"667","00000243904000000",1,0.693255533297688
"668","00000243907000000",1,0.693255533297688
"669","00000243931000000",1,0.693255533297688
"670","00000243946000000",1,0.693255533297688
"671","00000243949000000",1,0.693255533297688
"672","00000244006000000",1,0.693255533297688
"673","00000244009000000",1,0.693255533297688
"674","00000244231000000",1,0.693255533297688
"675","00000244324000000",1,0.693255533297688
"676","00000244327000000",1,0.693255533297688
"677","00000244354000000",1,0.693255533297688
"678","00000244357000000",1,0.693255533297688
"679","00000244483000000",1,0.693255533297688
"680","00000244486000000",1,0.693255533297688
"681","00000244732000000",1,0.693255533297688
"682","00000244735000000",1,0.693255533297688
"683","00000244816000000",2,1.38651106659538
"684","00000244819000000",2,1.38651106659538
"685","00000244981000000",1,0.693255533297688
"686","00000244990000000",3,2.07976659989306
"687","00000244993000000",3,2.07976659989306
"688","00000245062000000",1,0.693255533297688
"689","00000245065000000",2,1.38651106659538
"690","00000247330000000",1,0.693255533297688
"691","00000247333000000",1,0.693255533297688
"692","00000247363000000",1,0.693255533297688
"693","00000247366000000",1,0.693255533297688
"694","00000247390000000",2,1.38651106659538
"695","00000247393000000",2,1.38651106659538
"696","00000247402000000",1,0.693255533297688
