"","Acct","days_from_CO_appro_to_issue","days_from_CO_appro_to_issue_scaled","count_COs","count_COs_scaled","days_since_issue","days_since_issue_scaled","CO_type","CO_sqft","CO_sqft_scaled","occupancy","CO_code_distr"
"18","00000100933000000",325,0.338237876805947,3,1.15346438541906,396,3.79937093177635,2,1602,0.0219984097477252,2,3
"19","00000100936000000",251,0.261223714087054,1,0.38448812847302,395,3.78977656073651,2,5500,0.0755251270989317,2,3
"20","00000100942000000",325,0.338237876805947,3,1.15346438541906,396,3.79937093177635,2,1602,0.0219984097477252,2,3
"21","00000100951000000",325,0.338237876805947,3,1.15346438541906,396,3.79937093177635,2,1602,0.0219984097477252,2,3
"22","00000100978000000",0,0,1,0.38448812847302,443,4.25030637064879,3,NA,NA,20,5
"23","00000100996000000",0,0,1,0.38448812847302,443,4.25030637064879,3,NA,NA,20,5
"24","00000101131000000",180,0.187331747154063,1,0.38448812847302,368,3.53072854266085,2,7000,0.096122889035004,7,3
"25","00000101154000000",64,0.0666068434325557,1,0.38448812847302,385,3.69383285033812,2,771,0.0105872496351412,7,3
"26","00000101371000000",323,0.33615641294868,2,0.768976256946041,520,4.98907294071642,2,28200,0.387237924398159,21,3
"27","00000101542000000",1,0.00104073192863368,7,2.69141689931114,381,3.65545536617876,2,16424,0.225531761358701,7,3
"28","00000101578000000",8,0.00832585542906946,5,1.9224406423651,367,3.52113417162101,2,5702,0.0782989590396561,7,3
"29","00000101704000000",86,0.0895029458624967,2,0.768976256946041,441,4.23111762856912,2,1600,0.0219709460651438,7,3
"30","00000101710100000",5,0.00520365964316842,1,0.38448812847302,521,4.99866731175626,3,159960,2.19654533286275,27,5
"31","00000101935000000",113,0.117602707935606,1,0.38448812847302,464,4.45178816248542,2,4000,0.0549273651628594,2,3
"32","00000101989000000",61,0.0634846476466547,1,0.38448812847302,662,6.35147362837359,2,175,0.0024030722258751,20,3
"33","00000101992000000",61,0.0634846476466547,1,0.38448812847302,662,6.35147362837359,2,175,0.0024030722258751,20,3
"34","00000102133000000",6,0.0062443915718021,1,0.38448812847302,709,6.80240906724604,2,4499,0.0617795539669261,7,3
"35","00000102317000000",0,0,2,0.768976256946041,506,4.85475174615867,3,NA,NA,21,5
"36","00000102317000100",0,0,2,0.768976256946041,506,4.85475174615867,3,NA,NA,21,5
"37","00000102508000000",0,0,1,0.38448812847302,553,5.30568718503111,3,NA,NA,27,5
"38","00000102604000000",1,0.00104073192863368,1,0.38448812847302,687,6.59133290436958,2,6000,0.0823910477442891,21,3
"39","00000102613000000",1,0.00104073192863368,1,0.38448812847302,687,6.59133290436958,2,6000,0.0823910477442891,21,3
"40","00000102715000000",1306,1.35919589879559,3,1.15346438541906,550,5.2769040719116,2,400,0.00549273651628594,7,3
"41","00000102742000000",1,0.00104073192863368,2,0.768976256946041,548,5.25771532983192,2,NA,NA,20,3
"42","00000102901000000",7,0.00728512350043578,1,0.38448812847302,492,4.72043055160092,2,2300,0.0315832349686442,7,3
"43","00000102904000000",7,0.00728512350043578,1,0.38448812847302,492,4.72043055160092,2,2300,0.0315832349686442,7,3
"44","00000102907000000",3,0.00312219578590105,1,0.38448812847302,424,4.06801332089185,2,2500,0.0343296032267871,7,3
"45","00000102907000200",3,0.00312219578590105,1,0.38448812847302,424,4.06801332089185,2,2500,0.0343296032267871,7,3
"46","00000102928000000",3,0.00312219578590105,1,0.38448812847302,424,4.06801332089185,2,2500,0.0343296032267871,7,3
"47","00000103033000000",906,0.942903127342117,2,0.768976256946041,375,3.59788913993972,2,104550,1.43566400694424,21,3
"48","00000103036000000",906,0.942903127342117,2,0.768976256946041,375,3.59788913993972,2,104550,1.43566400694424,21,3
"49","00000103042000000",483,0.502673521530069,2,0.768976256946041,553,5.30568718503111,2,1508,0.020707616666398,5,3
"50","00000103126000000",61,0.0634846476466547,1,0.38448812847302,380,3.64586099513892,2,3878,0.0532520805253922,7,3
"51","00000103168000000",319,0.331993485234145,2,0.768976256946041,591,5.67027328454501,2,23260,0.319402628422028,7,3
"52","00000103174009900",319,0.331993485234145,2,0.768976256946041,591,5.67027328454501,2,23260,0.319402628422028,7,3
