"","Shape_STAr","Shape_STLe","Acct","count_of_311"
"326",6874.83398438,376.284216102,"00000338584000000",1.38804776650029
"327",6875.01464844,348.53386692,"00000463720000000",1.38804776650029
"328",6896.49804688,352.830115133,"00000518575000000",1.38804776650029
"329",6899.74023438,364.984857413,"00000345994000000",1.38804776650029
"330",6901.62792969,386.882102521,"00000199528000000",1.38804776650029
"331",6906.59570313,377.927140392,"00000227695000000",1.38804776650029
"332",6927.36621094,377.095479273,"00000690952000000",1.38804776650029
"333",6929.1328125,377.16545746,"00000690949000000",1.38804776650029
"334",6940.50097656,357.492497414,"00000143647000000",1.38804776650029
"335",6942.84472656,380.625514902,"00000291178000000",1.38804776650029
"336",6955.49316406,348.024190253,"00000235756000000",1.38804776650029
"337",6972.88085938,366.405722316,"00000472003000000",1.38804776650029
"338",6974.86328125,387.929263697,"00000191245000000",1.38804776650029
"339",6998.05273438,337.393343287,"0067720D000460000",1.38804776650029
"340",7015.80566406,382.536173389,"00000204733000000",1.38804776650029
"341",7023.6796875,351.742290785,"00000725317600000",1.38804776650029
"342",7034.76171875,355.187801179,"00000518578000000",1.38804776650029
"343",7046.70996094,382.962948801,"00000204730000000",1.38804776650029
"344",7073.62597656,384.626122139,"CONDO00C4155CONDO",1.38804776650029
"345",7124.93164063,384.99863449,"00000570907000000",1.38804776650029
"346",7125.01367188,385.000143015,"00000570904000000",1.38804776650029
"347",7125.02734375,385.00063422,"00000570892000000",1.38804776650029
"348",7125.96972656,395.300677513,"00000282172000000",1.38804776650029
"349",7133.13964844,387.577705217,"00000204739000000",1.38804776650029
"350",7134.95996094,385.399238267,"00000121402000000",1.38804776650029
"351",7141.8125,383.44555688,"00000291181000000",1.38804776650029
"352",7174.99511719,386.999929193,"00000195964000000",1.38804776650029
"353",7174.99707031,386.999936178,"00000196189000000",1.38804776650029
"354",7181.93066406,387.341191597,"00000195961000000",1.38804776650029
"355",7185.91992188,372.370874075,"00000506020000000",1.38804776650029
"356",7189.96386719,386.170587522,"00000120238000000",1.38804776650029
"357",7190.88671875,361.7571113,"00000397363000000",1.38804776650029
"358",7195.05957031,380.878655252,"00000338581000000",1.38804776650029
"359",7198.75097656,403.549673031,"003078095A0180000",1.38804776650029
"360",7199.97851563,387.999646757,"CONDO00C4157CONDO",1.38804776650029
"361",7203.43261719,351.939274118,"00000820818380000",1.38804776650029
"362",7209.859375,381.41942748,"00000742612000000",1.38804776650029
"363",7214.78515625,359.694383236,"00000725333900000",1.38804776650029
"364",7223.31933594,380.323553327,"00000349066000000",1.38804776650029
"365",7225.94921875,368.701031013,"00000312694000000",1.38804776650029
"366",7227.13476563,394.283440091,"00000191164000000",1.38804776650029
"367",7245.57910156,360.578934571,"00000499900000000",1.38804776650029
"368",7249.42382813,364.291785677,"00000625867000000",1.38804776650029
"369",7252.90136719,397.296483117,"00000282601000000",1.38804776650029
"370",7259.66503906,363.416138034,"00000397735000000",1.38804776650029
"371",7262.08691406,389.45940217,"00000204655000000",1.38804776650029
"372",7274.01953125,373.66617232,"00000506023000000",1.38804776650029
"373",7280.22558594,362.936543621,"00000397612000000",1.38804776650029
"374",7299.45898438,397.610841149,"00000282169000000",1.38804776650029
"375",7309.37890625,349.060745571,"00000610292480000",1.38804776650029
"376",7312.55175781,397.841232124,"00000357160000000",1.38804776650029
"377",7322.36914063,390.84205671,"00000206974000000",1.38804776650029
"378",7323.32128906,391.608439931,"00000204670000000",1.38804776650029
"379",7324.921875,390.046962175,"00000204742000000",1.38804776650029
"380",7327.31054688,397.671043509,"00000282178000000",1.38804776650029
"381",7343.84960938,400.011839737,"00000281785000000",1.38804776650029
"382",7343.87792969,377.051102082,"00000248674000000",1.38804776650029
"383",7346.79003906,364.467213782,"00000485443000000",1.38804776650029
"384",7351.92089844,365.21679969,"00000395875000000",1.38804776650029
"385",7355.359375,364.924351474,"00000397960000000",1.38804776650029
"386",7362.109375,393.76064059,"00000203617000000",1.38804776650029
"387",7365.203125,365.156403522,"00000725333950000",1.38804776650029
"388",7366.68457031,367.925556053,"00000487795000000",1.38804776650029
"389",7373.27441406,400.331319457,"00000281776000000",1.38804776650029
"390",7375.26269531,365.06284671,"00000485446000000",1.38804776650029
"391",7377.36425781,400.753456307,"00000338005000000",1.38804776650029
"392",7378.72949219,400.451615131,"00000281788000000",1.38804776650029
"393",7382.56835938,393.375786433,"00000203632000000",1.38804776650029
"394",7387.5625,366.171966485,"00000671041000000",1.38804776650029
"395",7388.10351563,362.765168577,"00000725329950000",1.38804776650029
"396",7391.12109375,364.665262909,"00000397618000000",1.38804776650029
"397",7394.20117188,365.545033461,"00000397633000000",1.38804776650029
"398",7402.46679688,376.352920471,"00000287293000000",1.38804776650029
"399",7409.76855469,368.997987958,"00000521950000000",1.38804776650029
"400",7410.28808594,368.126177056,"00000514933000000",1.38804776650029
"401",7423.40917969,367.044264073,"00000397975000000",1.38804776650029
"402",7441.9140625,401.27120678,"00000281794000000",1.38804776650029
"403",7459.31542969,403.222680291,"00000173422000000",1.38804776650029
"404",7462.09570313,402.133626012,"00000338002000000",1.38804776650029
"405",7467.70800781,394.628183221,"00000199531000000",1.38804776650029
"406",7468.6875,368.215014236,"00000204463000000",1.38804776650029
"407",7485.92773438,370.106064748,"00000397906000000",1.38804776650029
"408",7486.09570313,403.562764211,"00000173398000000",1.38804776650029
"409",7487.18066406,397.423583371,"00000323437000000",1.38804776650029
"410",7492.47167969,349.850225511,"00000152743000000",1.38804776650029
"411",7497.91601563,367.459264717,"00000395878000000",1.38804776650029
"412",7498.51953125,366.919048367,"00000397366000000",1.38804776650029
"413",7499.9921875,400.000046183,"00000205765000000",1.38804776650029
"414",7499.99902344,399.999485238,"00000551131000000",1.38804776650029
"415",7500.00976563,370.000173522,"00000599680000000",1.38804776650029
"416",7500.02929688,370.003203269,"00000247447000000",1.38804776650029
"417",7500.03125,400.000532428,"00000205762000000",1.38804776650029
"418",7501.41015625,370.025181493,"00000247450000000",1.38804776650029
"419",7507.35351563,372.417840855,"00000668965000000",1.38804776650029
"420",7519.08300781,382.247495856,"00000206029000000",1.38804776650029
"421",7522.37402344,406.028506955,"00000284725000000",1.38804776650029
"422",7523.49804688,371.475231094,"00000397531000000",1.38804776650029
"423",7531.70996094,405.521134175,"00000349345000000",1.38804776650029
"424",7533.89453125,368.740539533,"00000397978000000",1.38804776650029
"425",7550.57617188,370.06839854,"00000382588000000",1.38804776650029
"426",7556.1875,369.324169442,"00000473080000000",1.38804776650029
"427",7569.10253906,408.497493647,"00000188053000000",1.38804776650029
"428",7589.68847656,400.640259066,"00000281725000000",1.38804776650029
"429",7591.32714844,368.589642602,"00000397369000000",1.38804776650029
"430",7594.65429688,373.167697337,"00000627808000000",1.38804776650029
"431",7596.58984375,373.251681425,"00000396760000000",1.38804776650029
