"","Acct","Permit_Type","PermitDate","Mapsco","Permit_Date","Count_Permits","Days_Since_Permit"
"1","00000292636000000","Building (BU) Commercial  Addition","2018/02/07 00:00:00","53-L",2018-02-07,3,1151
"2","00000292633000000","Building (BU) Commercial  Addition","2018/02/07 00:00:00","53-L",2018-02-07,3,1151
"3","00000169930000000","Building (BU) Commercial  Addition","2018/04/19 00:00:00","46-T",2018-04-19,1,1080
"4","00000138064000000","Building (BU) Commercial  Addition","2018/06/15 00:00:00","45-A,45-B",2018-06-15,3,1023
"5","001005000B0010000","Building (BU) Commercial  Addition","2018/06/15 00:00:00","45-A,45-B",2018-06-15,3,1023
"6","00000135160000000","Building (BU) Commercial  Addition","2018/06/15 00:00:00","45-A,45-B",2018-06-15,3,1023
"7","00000138064000000","Building (BU) Commercial  Addition","2018/06/15 00:00:00","45-A,45-B",2018-06-15,3,1023
"8","001005000B0010000","Building (BU) Commercial  Addition","2018/06/15 00:00:00","45-A,45-B",2018-06-15,3,1023
"9","00000135160000000","Building (BU) Commercial  Addition","2018/06/15 00:00:00","45-A,45-B",2018-06-15,3,1023
"10","00000292636000000","Building (BU) Commercial  Addition","2018/02/07 00:00:00","53-L",2018-02-07,3,1151
"11","00000292633000000","Building (BU) Commercial  Addition","2018/02/07 00:00:00","53-L",2018-02-07,3,1151
"12","00000137503000000","Building (BU) Commercial  Addition","2018/05/25 00:00:00","35-X",2018-05-25,1,1044
"13","00000248752000000","Building (BU) Commercial  Addition","2018/06/12 00:00:00","27-Z",2018-06-12,2,1026
"14","00000292636000000","Building (BU) Commercial  Addition","2018/02/07 00:00:00","53-L",2018-02-07,3,1151
"15","00000292633000000","Building (BU) Commercial  Addition","2018/02/07 00:00:00","53-L",2018-02-07,3,1151
"16","00000138064000000","Building (BU) Commercial  Addition","2018/06/15 00:00:00","45-A,45-B",2018-06-15,3,1023
"17","001005000B0010000","Building (BU) Commercial  Addition","2018/06/15 00:00:00","45-A,45-B",2018-06-15,3,1023
"18","00000135160000000","Building (BU) Commercial  Addition","2018/06/15 00:00:00","45-A,45-B",2018-06-15,3,1023
"19","00000248752000000","Building (BU) Commercial  Addition","2018/06/12 00:00:00","27-Z",2018-06-12,2,1026
"20","0064990D000010000","Building (BU) Commercial  Addition","2018/11/28 00:00:00","22-Z",2018-11-28,1,857
"21","006499000D0030000","Building (BU) Commercial  Addition","2018/11/28 00:00:00","22-Z",2018-11-28,2,857
"22","00000611278000000","Building (BU) Commercial  Addition","2018/01/17 00:00:00","53-T",2018-01-17,2,1172
"23","00000611281000000","Building (BU) Commercial  Addition","2018/01/17 00:00:00","53-T",2018-01-17,2,1172
"24","00000611278000000","Building (BU) Commercial  Addition","2018/01/17 00:00:00","53-T",2018-01-17,2,1172
"25","00000611281000000","Building (BU) Commercial  Addition","2018/01/17 00:00:00","53-T",2018-01-17,2,1172
"26","00000725176000000","Building (BU) Commercial  Addition","2018/02/02 00:00:00","38-Z",2018-02-02,2,1156
"27","00000725176000000","Building (BU) Commercial  Addition","2018/02/02 00:00:00","38-Z",2018-02-02,2,1156
"28","00000103984000000","Building (BU) Commercial  Addition","2018/07/03 00:00:00","45-M",2018-07-03,2,1005
"29","00000103879000000","Building (BU) Commercial  Addition","2018/01/02 00:00:00","45-M",2018-01-02,3,1187
"30","00000103879000000","Building (BU) Commercial  Addition","2018/01/02 00:00:00","45-M",2018-01-02,3,1187
"31","00000478999000000","Building (BU) Commercial  Addition","2018/03/14 00:00:00","64-D,65-A",2018-03-14,5,1116
"32","00000478999000000","Building (BU) Commercial  Addition","2018/03/14 00:00:00","64-D,65-A",2018-03-14,5,1116
"33","00000569725000000","Building (BU) Commercial  Addition","2018/01/03 00:00:00","58-R,58-V",2018-01-03,5,1186
"34","00000569725000000","Building (BU) Commercial  Addition","2018/01/03 00:00:00","58-R,58-V",2018-01-03,5,1186
"35","001491000E10A0000","Building (BU) Commercial  Addition","2018/03/30 00:00:00","36-W",2018-03-30,4,1100
"36","001491000E10A0000","Building (BU) Commercial  Addition","2018/03/30 00:00:00","36-W",2018-03-30,4,1100
"37","001491000E10A0000","Building (BU) Commercial  Addition","2018/03/30 00:00:00","36-W",2018-03-30,4,1100
"38","001491000E10A0000","Building (BU) Commercial  Addition","2018/03/30 00:00:00","36-W",2018-03-30,4,1100
"39","00000569725000000","Building (BU) Commercial  Addition","2018/01/03 00:00:00","58-R,58-V",2018-01-03,5,1186
"40","00000569725000000","Building (BU) Commercial  Addition","2018/01/03 00:00:00","58-R,58-V",2018-01-03,5,1186
"41","00000569725000000","Building (BU) Commercial  Addition","2018/01/03 00:00:00","58-R,58-V",2018-01-03,5,1186
"42","00000750823000000","Building (BU) Commercial  Addition","2018/05/02 00:00:00","74-A",2018-05-02,18,1067
"43","00000790552500000","Building (BU) Commercial  Addition","2018/01/17 00:00:00","28-J",2018-01-17,1,1172
"44","001342003901A0000","Building (BU) Commercial  Addition","2018/01/12 00:00:00","35-W",2018-01-12,2,1177
"45","001342003901A0000","Building (BU) Commercial  Addition","2018/01/12 00:00:00","35-W",2018-01-12,2,1177
"46","00000750823000000","Building (BU) Commercial  Addition","2018/05/02 00:00:00","74-A",2018-05-02,18,1067
"47","00000750823000000","Building (BU) Commercial  Addition","2018/05/02 00:00:00","74-A",2018-05-02,18,1067
"48","00000750823000000","Building (BU) Commercial  Addition","2018/05/02 00:00:00","74-A",2018-05-02,18,1067
"49","0079400N0002B0000","Building (BU) Commercial  Addition","2018/02/13 00:00:00","33-U,33-V",2018-02-13,3,1145
"50","0079400N0002B0000","Building (BU) Commercial  Addition","2018/02/13 00:00:00","33-U,33-V",2018-02-13,3,1145
"51","0079400N0002B0000","Building (BU) Commercial  Addition","2018/02/13 00:00:00","33-U,33-V",2018-02-13,3,1145
"52","00298400070010000","Building (BU) Commercial  Addition","2018/02/01 00:00:00","37-J,37-N",2018-02-01,3,1157
"53","00298400070010000","Building (BU) Commercial  Addition","2018/02/01 00:00:00","37-J,37-N",2018-02-01,3,1157
"54","00298400070010000","Building (BU) Commercial  Addition","2018/02/01 00:00:00","37-J,37-N",2018-02-01,3,1157
"55","00000254719000000","Building (BU) Commercial  Addition","2018/12/18 00:00:00","54-C",2018-12-18,3,837
"56","00000254722000000","Building (BU) Commercial  Addition","2018/12/18 00:00:00","54-C",2018-12-18,3,837
"57","00000254719000000","Building (BU) Commercial  Addition","2018/12/18 00:00:00","54-C",2018-12-18,3,837
"58","00000254722000000","Building (BU) Commercial  Addition","2018/12/18 00:00:00","54-C",2018-12-18,3,837
"59","00000108793000000","Building (BU) Commercial  Addition","2018/01/05 00:00:00","45-J",2018-01-05,3,1184
"60","00000108793000000","Building (BU) Commercial  Addition","2018/01/05 00:00:00","45-J",2018-01-05,3,1184
"61","00000108793000000","Building (BU) Commercial  Addition","2018/01/05 00:00:00","45-J",2018-01-05,3,1184
"62","00000359323000000","Building (BU) Commercial  Addition","2018/01/08 00:00:00","24-T,24-X",2018-01-08,2,1181
"63","003153003309A0000","Building (BU) Commercial  Addition","2018/02/27 00:00:00","54-C",2018-02-27,1,1131
"64","00000579092000000","Building (BU) Commercial  Addition","2018/01/08 00:00:00","25-E",2018-01-08,1,1181
"65","00000579092100000","Building (BU) Commercial  Addition","2018/01/08 00:00:00","25-E",2018-01-08,1,1181
"66","00000604420000000","Building (BU) Commercial  Addition","2018/04/16 00:00:00","22-C,22-D",2018-04-16,3,1083
"67","00000604490000000","Building (BU) Commercial  Addition","2018/04/16 00:00:00","22-C,22-D",2018-04-16,3,1083
"68","008120000A0010000","Building (BU) Commercial  Addition","2018/06/29 00:00:00","27-P,27-Q,27-T,27-U",2018-06-29,3,1009
"69","008120000A0010000","Building (BU) Commercial  Addition","2018/06/29 00:00:00","27-P,27-Q,27-T,27-U",2018-06-29,3,1009
"70","008120000A0010000","Building (BU) Commercial  Addition","2018/06/29 00:00:00","27-P,27-Q,27-T,27-U",2018-06-29,3,1009
"71","00000549325000000","Building (BU) Commercial  Addition","2018/01/19 00:00:00","57-L,57-M",2018-01-19,1,1170
"72","007609000A0010000","Building (BU) Commercial  Addition","2018/03/16 00:00:00","75-D",2018-03-16,1,1114
"73","00000634150000000","Building (BU) Commercial  Addition","2018/02/08 00:00:00","44-M",2018-02-08,1,1150
"74","001401000011B0000","Building (BU) Commercial  Addition","2018/02/02 00:00:00","46-L",2018-02-02,1,1156
"75","007410000A0030000","Building (BU) Commercial  Addition","2018/06/18 00:00:00","15-K,15-P",2018-06-18,4,1020
"76","007410000A0030000","Building (BU) Commercial  Addition","2018/06/18 00:00:00","15-K,15-P",2018-06-18,4,1020
"77","007410000A0030000","Building (BU) Commercial  Addition","2018/06/18 00:00:00","15-K,15-P",2018-06-18,4,1020
"78","00000778279000000","Building (BU) Commercial  Addition","2018/04/04 00:00:00","33-R",2018-04-04,1,1095
"79","00000778273000000","Building (BU) Commercial  Addition","2018/04/04 00:00:00","33-R",2018-04-04,1,1095
"80","007410000A0030000","Building (BU) Commercial  Addition","2018/06/18 00:00:00","15-K,15-P",2018-06-18,4,1020
"81","00000750718101100","Building (BU) Commercial  Addition","2018/03/26 00:00:00","73-C",2018-03-26,2,1104
"82","003367000A06A0000","Building (BU) Commercial  Addition","2018/08/09 00:00:00","54-D",2018-08-09,3,968
"83","00000352798000000","Building (BU) Commercial  Addition","2018/04/18 00:00:00","34-C",2018-04-18,1,1081
"84","00000352795000000","Building (BU) Commercial  Addition","2018/04/18 00:00:00","34-C",2018-04-18,1,1081
"85","007437000A0050000","Building (BU) Commercial  Addition","2018/03/15 00:00:00","15-P",2018-03-15,2,1115
"86","005283000A0010000","Building (BU) Commercial  Addition","2018/05/04 00:00:00","37-Z",2018-05-04,1,1065
"87","00840200000010000","Building (BU) Commercial  Addition","2018/04/23 00:00:00","14-V,14-Z",2018-04-23,2,1076
"88","00840200000010000","Building (BU) Commercial  Addition","2018/04/23 00:00:00","14-V,14-Z",2018-04-23,2,1076
"89","002912000H08A0000","Building (BU) Commercial  Addition","2018/03/19 00:00:00","36-P",2018-03-19,1,1111
"90","00LOVEFLD00000000","Building (BU) Commercial  Addition","2018/09/12 00:00:00","23-Y,33-D,33-G,33-H,34-E,34-F,34-P",2018-09-12,14,934
"91","00LOVEFLD00000000","Building (BU) Commercial  Addition","2018/09/12 00:00:00","23-Y,33-D,33-G,33-H,34-E,34-F,34-P",2018-09-12,14,934
"92","00000778780000000","Building (BU) Commercial  Addition","2018/09/05 00:00:00","32-V,33-S",2018-09-05,3,941
"93","00000700246000000","Building (BU) Commercial  Addition","2018/06/20 00:00:00","43-N",2018-06-20,4,1018
"94","00000700246000000","Building (BU) Commercial  Addition","2018/06/20 00:00:00","43-N",2018-06-20,4,1018
"95","CONDO00C3945CONDO","Building (BU) Commercial  Addition","2018/06/15 00:00:00","35-V",2018-06-15,2,1023
"96","00000700246000000","Building (BU) Commercial  Addition","2018/06/20 00:00:00","43-N",2018-06-20,4,1018
"97","CONDO00C3945CONDO","Building (BU) Commercial  Addition","2018/06/15 00:00:00","35-V",2018-06-15,2,1023
"98","00000766876000000","Building (BU) Commercial  Addition","2018/07/18 00:00:00","33-W,43-A",2018-07-18,2,990
"99","007705000C04A0000","Building (BU) Commercial  Addition","2018/07/18 00:00:00","33-W,43-A",2018-07-18,2,990
"100","00077400060050000","Building (BU) Commercial  Addition","2018/05/03 00:00:00","46-E",2018-05-03,2,1066
"101","00000766876000000","Building (BU) Commercial  Addition","2018/07/18 00:00:00","33-W,43-A",2018-07-18,2,990
"102","007705000C04A0000","Building (BU) Commercial  Addition","2018/07/18 00:00:00","33-W,43-A",2018-07-18,2,990
"103","00LOVEFLD00000000","Building (BU) Commercial  Addition","2018/09/12 00:00:00","23-Y,33-D,33-G,33-H,34-E,34-F,34-P",2018-09-12,14,934
"104","00000700246000000","Building (BU) Commercial  Addition","2018/06/20 00:00:00","43-N",2018-06-20,4,1018
"105","008721000G0120000","Building (BU) Commercial  Addition","2018/09/25 00:00:00","61B-W,61B-X,71B-A,71B-B",2018-09-25,1,921
"106","008721000G12A0000","Building (BU) Commercial  Addition","2018/09/25 00:00:00","61B-W,61B-X,71B-A,71B-B",2018-09-25,1,921
"107","00000282994000000","Building (BU) Commercial  Addition","2018/07/05 00:00:00","55-S",2018-07-05,5,1003
"108","00000282991000000","Building (BU) Commercial  Addition","2018/07/05 00:00:00","55-S",2018-07-05,5,1003
"109","00000282988000000","Building (BU) Commercial  Addition","2018/07/05 00:00:00","55-S",2018-07-05,6,1003
"110","00000681283000000","Building (BU) Commercial  Addition","2018/06/14 00:00:00","43-H",2018-06-14,2,1024
"111","00000496240000000","Building (BU) Commercial  Addition","2018/08/22 00:00:00","63-B,63-F",2018-08-22,6,955
"112","60086801640010000","Building (BU) Commercial  Addition","2018/05/22 00:00:00","34-R",2018-05-22,4,1047
"113","002457000201A0000","Building (BU) Commercial  Addition","2018/05/22 00:00:00","34-R",2018-05-22,4,1047
"114","60086801640010000","Building (BU) Commercial  Addition","2018/05/22 00:00:00","34-R",2018-05-22,4,1047
"115","002457000201A0000","Building (BU) Commercial  Addition","2018/05/22 00:00:00","34-R",2018-05-22,4,1047
"116","00000681283000000","Building (BU) Commercial  Addition","2018/06/14 00:00:00","43-H",2018-06-14,2,1024
"117","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"118","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"119","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"120","00000106189200000","Building (BU) Commercial  Addition","2018/06/01 00:00:00","45-M",2018-06-01,1,1037
"121","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"122","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"123","00000282994000000","Building (BU) Commercial  Addition","2018/07/05 00:00:00","55-S",2018-07-05,5,1003
"124","00000282991000000","Building (BU) Commercial  Addition","2018/07/05 00:00:00","55-S",2018-07-05,5,1003
"125","00000282988000000","Building (BU) Commercial  Addition","2018/07/05 00:00:00","55-S",2018-07-05,6,1003
"126","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"127","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"128","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"129","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"130","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"131","00000100099000000","Building (BU) Commercial  Addition","2018/10/12 00:00:00","45-N,45-P",2018-10-12,13,904
"132","00000774466000000","Building (BU) Commercial  Addition","2018/05/10 00:00:00","59-X",2018-05-10,6,1059
"133","00000774466000000","Building (BU) Commercial  Addition","2018/05/10 00:00:00","59-X",2018-05-10,6,1059
"134","00000774466000000","Building (BU) Commercial  Addition","2018/05/10 00:00:00","59-X",2018-05-10,6,1059
"135","00000774466000000","Building (BU) Commercial  Addition","2018/05/10 00:00:00","59-X",2018-05-10,6,1059
"136","00000774466000000","Building (BU) Commercial  Addition","2018/05/10 00:00:00","59-X",2018-05-10,6,1059
"137","00000774466000000","Building (BU) Commercial  Addition","2018/05/10 00:00:00","59-X",2018-05-10,6,1059
"138","00000176407100000","Building (BU) Commercial  Addition","2018/06/21 00:00:00","46-U",2018-06-21,1,1017
"139","00000197635000000","Building (BU) Commercial  Addition","2018/08/03 00:00:00","35-T",2018-08-03,2,974
"140","00000197635000000","Building (BU) Commercial  Addition","2018/08/03 00:00:00","35-T",2018-08-03,2,974
"141","006931000A02E0000","Building (BU) Commercial  Addition","2018/08/09 00:00:00","63-T,63-X",2018-08-09,3,968
"142","00000654162200000","Building (BU) Commercial  Addition","2018/07/17 00:00:00","63-W",2018-07-17,3,991
"143","00000654162200200","Building (BU) Commercial  Addition","2018/07/17 00:00:00","63-W",2018-07-17,3,991
"144","00000654162200000","Building (BU) Commercial  Addition","2018/07/17 00:00:00","63-W",2018-07-17,3,991
"145","00000654162200200","Building (BU) Commercial  Addition","2018/07/17 00:00:00","63-W",2018-07-17,3,991
"146","0080720A000000200","Building (BU) Commercial  Addition","2018/07/02 00:00:00","28-A",2018-07-02,3,1006
"147","00000776527000000","Building (BU) Commercial  Addition","2018/08/29 00:00:00","34-W",2018-08-29,2,948
"148","0080720A000000200","Building (BU) Commercial  Addition","2018/07/02 00:00:00","28-A",2018-07-02,3,1006
"149","00000776527000000","Building (BU) Commercial  Addition","2018/08/29 00:00:00","34-W",2018-08-29,2,948
"150","00000601956800000","Building (BU) Commercial  Addition","2018/09/12 00:00:00","22-R",2018-09-12,2,934
"151","008466000J0010000","Building (BU) Commercial  Addition","2018/07/12 00:00:00","11A-G,11A-K,11A-L",2018-07-12,7,996
"152","00000482672000000","Building (BU) Commercial  Addition","2018/07/09 00:00:00","65-J",2018-07-09,1,999
"153","00000577078000000","Building (BU) Commercial  Addition","2018/06/12 00:00:00","15-X",2018-06-12,1,1026
"154","00000522574000000","Building (BU) Commercial  Addition","2018/11/14 00:00:00","23-U,23-V,23-Z",2018-11-14,1,871
"155","00000354163000000","Building (BU) Commercial  Addition","2018/10/23 00:00:00","34-D",2018-10-23,1,893
"156","00000354160000000","Building (BU) Commercial  Addition","2018/10/23 00:00:00","34-D",2018-10-23,1,893
"157","00000404747000000","Building (BU) Commercial  Addition","2018/12/21 00:00:00","25-M,25-R",2018-12-21,10,834
"158","00000601956800000","Building (BU) Commercial  Addition","2018/09/12 00:00:00","22-R",2018-09-12,2,934
"159","006636000A0030000","Building (BU) Commercial  Addition","2018/09/05 00:00:00","64-U,64-V",2018-09-05,4,941
"160","006636000A0030000","Building (BU) Commercial  Addition","2018/09/05 00:00:00","64-U,64-V",2018-09-05,4,941
"161","00000379567000000","Building (BU) Commercial  Addition","2018/11/19 00:00:00","38-F",2018-11-19,3,866
"162","006636000A0030000","Building (BU) Commercial  Addition","2018/09/05 00:00:00","64-U,64-V",2018-09-05,4,941
"163","0072260B000010200","Building (BU) Commercial  Addition","2018/08/27 00:00:00","43-U",2018-08-27,4,950
"164","006636000A0030000","Building (BU) Commercial  Addition","2018/09/05 00:00:00","64-U,64-V",2018-09-05,4,941
"165","0072260B000010200","Building (BU) Commercial  Addition","2018/08/27 00:00:00","43-U",2018-08-27,4,950
"166","0072260B000010200","Building (BU) Commercial  Addition","2018/08/27 00:00:00","43-U",2018-08-27,4,950
"167","00805900010020000","Building (BU) Commercial  Addition","2018/09/12 00:00:00","28-E",2018-09-12,2,934
"168","003147002701A0000","Building (BU) Commercial  Addition","2018/12/13 00:00:00","54-C",2018-12-13,2,842
"169","003147002701A0100","Building (BU) Commercial  Addition","2018/12/13 00:00:00","54-C",2018-12-13,2,842
"170","005746000C0010000","Building (BU) Commercial  Addition","2018/11/06 00:00:00","34-Y",2018-11-06,5,879
"171","00000526601000000","Building (BU) Commercial  Addition","2018/09/25 00:00:00","24-K",2018-09-25,10,921
"172","005746000C0010000","Building (BU) Commercial  Addition","2018/11/06 00:00:00","34-Y",2018-11-06,5,879
"173","003147002701A0000","Building (BU) Commercial  Addition","2018/12/13 00:00:00","54-C",2018-12-13,2,842
"174","003147002701A0100","Building (BU) Commercial  Addition","2018/12/13 00:00:00","54-C",2018-12-13,2,842
"175","0071710O0023A0000","Building (BU) Commercial  Addition","2018/11/16 00:00:00","42-N",2018-11-16,3,869
"176","00000696052000000","Building (BU) Commercial  Addition","2018/11/16 00:00:00","42-N",2018-11-16,3,869
"177","005746000C0010000","Building (BU) Commercial  Addition","2018/11/06 00:00:00","34-Y",2018-11-06,5,879
"178","0071710O0023A0000","Building (BU) Commercial  Addition","2018/11/16 00:00:00","42-N",2018-11-16,3,869
"179","00000696052000000","Building (BU) Commercial  Addition","2018/11/16 00:00:00","42-N",2018-11-16,3,869
"180","00000426481000000","Building (BU) Commercial  Addition","2018/12/12 00:00:00","34-D",2018-12-12,2,843
"181","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"182","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"183","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"184","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"185","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"186","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"187","00000536875000000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","48-R,48-U,48-V",2018-10-16,2,900
"188","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"189","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"190","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"191","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"192","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"193","005746000C0010000","Building (BU) Commercial  Addition","2018/11/06 00:00:00","34-Y",2018-11-06,5,879
"194","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"195","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"196","00000536875000000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","48-R,48-U,48-V",2018-10-16,2,900
"197","006056000101B0000","Building (BU) Commercial  Addition","2018/10/16 00:00:00","34-X",2018-10-16,18,900
"198","005772000B01C0000","Building (BU) Commercial  Addition","2018/10/31 00:00:00","33-G,33-H",2018-10-31,4,885
"199","005771000A05A0000","Building (BU) Commercial  Addition","2018/10/31 00:00:00","33-G,33-H",2018-10-31,3,885
"200","00024300010010000","Building (BU) Commercial  Addition","2018/12/19 00:00:00","45-K",2018-12-19,3,836
"201","00024300010010000","Building (BU) Commercial  Addition","2018/12/19 00:00:00","45-K",2018-12-19,3,836
"202","CONDO00C5550CONDO","Building (BU) Commercial  Addition","2018/10/24 00:00:00","26-T",2018-10-24,13,892
"203","006505000A01A0000","Building (BU) Commercial  Addition","2018/12/13 00:00:00","22-T,22-U",2018-12-13,3,842
"204","006505000A01A0000","Building (BU) Commercial  Addition","2018/12/13 00:00:00","22-T,22-U",2018-12-13,3,842
"205","0058440A000020100","Building (BU) Commercial  Addition","2018/11/28 00:00:00","66-A,66-E",2018-11-28,2,857
"206","00000448222000000","Building (BU) Commercial  Addition","2018/11/28 00:00:00","66-A,66-E",2018-11-28,2,857
"207","CONDO00C7080CONDO","Building (BU) Commercial  Addition","2018/12/19 00:00:00","44-T,44-U",2018-12-19,5,836
"208","00000602080000000","Building (BU) Commercial  Alteration","2018/01/24 00:00:00","22-M",2018-01-24,1,1165
"209","000204000004A0000","Building (BU) Commercial  Alteration","2018/01/12 00:00:00","45-K",2018-01-12,1,1177
"210","005453000M0010000","Building (BU) Commercial  Addition","2018/11/15 00:00:00","25-V",2018-11-15,1,870
"211","00000662713010000","Building (BU) Commercial  Alteration","2018/01/10 00:00:00","15-N",2018-01-10,1,1179
"212","007004000A11A0000","Building (BU) Commercial  Alteration","2018/01/10 00:00:00","15-N",2018-01-10,1,1179
"213","007004000303A0000","Building (BU) Commercial  Alteration","2018/01/10 00:00:00","15-N",2018-01-10,1,1179
"214","00000223780000000","Building (BU) Commercial  Alteration","2018/01/31 00:00:00","34-L",2018-01-31,1,1158
"215","00000593437000000","Building (BU) Commercial  Alteration","2018/03/05 00:00:00","23-C",2018-03-05,1,1125
"216","00000639449600000","Building (BU) Commercial  Alteration","2018/01/25 00:00:00","66-Q",2018-01-25,1,1164
"217","00000144442000000","Building (BU) Commercial  Alteration","2018/03/12 00:00:00","35-W",2018-03-12,1,1118
"218","00000310423000000","Building (BU) Commercial  Alteration","2018/03/08 00:00:00","55-S",2018-03-08,1,1122
"219","00000310420000000","Building (BU) Commercial  Alteration","2018/03/08 00:00:00","55-S",2018-03-08,1,1122
"220","00000497815000000","Building (BU) Commercial  Alteration","2018/03/13 00:00:00","63-T",2018-03-13,1,1117
"221","00000779530000000","Building (BU) Commercial  Alteration","2018/03/16 00:00:00","33-P",2018-03-16,1,1114
"222","00000554440000000","Building (BU) Commercial  Alteration","2018/02/13 00:00:00","57-V",2018-02-13,1,1145
"223","00000566326000000","Building (BU) Commercial  Alteration","2018/03/01 00:00:00","58-M",2018-03-01,1,1129
"224","00000532357000000","Building (BU) Commercial  Alteration","2018/03/07 00:00:00","48-Y",2018-03-07,1,1123
"225","00000730288000000","Building (BU) Commercial  Alteration","2018/01/03 00:00:00","38-R",2018-01-03,1,1186
"226","00000429376000000","Building (BU) Commercial  Alteration","2018/03/23 00:00:00","34-U",2018-03-23,2,1107
"227","00000429382000000","Building (BU) Commercial  Alteration","2018/03/23 00:00:00","34-U",2018-03-23,2,1107
"228","00599300110010200","Building (BU) Commercial  Alteration","2018/04/10 00:00:00","64-H,64-M",2018-04-10,1,1089
"229","00000606772000000","Building (BU) Commercial  Alteration","2018/03/30 00:00:00","13-W,23-A",2018-03-30,1,1100
"230","00000786868670000","Building (BU) Commercial  Alteration","2018/04/18 00:00:00","28-K,28-L",2018-04-18,1,1081
"231","00000126910500000","Building (BU) Commercial  Alteration","2018/04/12 00:00:00","46-F",2018-04-12,1,1087
"232","00000100975000000","Building (BU) Commercial  Alteration","2018/04/06 00:00:00","45-L",2018-04-06,1,1093
"233","00822900000100000","Building (BU) Commercial  Alteration","2018/03/28 00:00:00","4-R",2018-03-28,1,1102
"234","00000191662000000","Building (BU) Commercial  Alteration","2018/04/23 00:00:00","36-W,36-X",2018-04-23,1,1076
"235","00000191665000000","Building (BU) Commercial  Alteration","2018/04/23 00:00:00","36-W,36-X",2018-04-23,1,1076
"236","00000690571000000","Building (BU) Commercial  Alteration","2018/04/16 00:00:00","42-L,42-M",2018-04-16,1,1083
"237","00000690568000000","Building (BU) Commercial  Alteration","2018/04/16 00:00:00","42-L,42-M",2018-04-16,1,1083
"238","00000549247000100","Building (BU) Commercial  Alteration","2018/04/18 00:00:00","57-W,57-X,57-Z,67-A,67-B,67-C,67-D",2018-04-18,2,1081
"239","00000190513000000","Building (BU) Commercial  Alteration","2018/04/12 00:00:00","35-V",2018-04-12,1,1087
"240","00197300000000000","Building (BU) Commercial  Alteration","2018/04/12 00:00:00","35-V",2018-04-12,1,1087
"241","0065580B000010100","Building (BU) Commercial  Alteration","2018/06/05 00:00:00","22-C",2018-06-05,1,1033
"242","0075220D000010000","Building (BU) Commercial  Alteration","2018/04/24 00:00:00","26-G,26-H",2018-04-24,1,1075
"243","00000299665000000","Building (BU) Commercial  Alteration","2018/04/24 00:00:00","44-T",2018-04-24,2,1075
"244","0081840A000010000","Building (BU) Commercial  Alteration","2018/04/24 00:00:00","15-M",2018-04-24,1,1075
"245","00000133369000000","Building (BU) Commercial  Alteration","2018/04/27 00:00:00","45-U",2018-04-27,1,1072
"246","003172005208A0000","Building (BU) Commercial  Alteration","2018/05/01 00:00:00","54-G",2018-05-01,1,1068
"247","006213000A15A0000","Building (BU) Commercial  Alteration","2018/04/27 00:00:00","48-L",2018-04-27,1,1072
