"","Acct","Permit_Type","PermitDate","Mapsco","Permit_Date","Count_Permits","Days_Since_Permit"
"1347","007081000B0030000","Building (BU) Commercial  Renovation","2018/06/12 00:00:00","28-S,28-W",2018-06-12,2,1026
"1348","00000405475000000","Building (BU) Commercial  Renovation","2018/05/24 00:00:00","25-V",2018-05-24,1,1045
"1349","00000412528000000","Building (BU) Commercial  Renovation","2018/05/24 00:00:00","25-G,25-H",2018-05-24,2,1045
"1350","007319000A0060000","Building (BU) Commercial  Renovation","2018/05/23 00:00:00","16-X",2018-05-23,1,1046
"1351","00000214246000000","Building (BU) Commercial  Renovation","2018/06/21 00:00:00","33-R,34-N",2018-06-21,1,1017
"1352","00000368413000000","Building (BU) Commercial  Renovation","2018/06/11 00:00:00","26-Z",2018-06-11,1,1027
"1353","005217001601A0000","Building (BU) Commercial  Renovation","2018/06/11 00:00:00","26-Z",2018-06-11,1,1027
"1354","00000818580200000","Building (BU) Commercial  Renovation","2018/06/04 00:00:00","14-D,4-Z",2018-06-04,1,1034
"1355","000804000A0020000","Building (BU) Commercial  Renovation","2018/05/25 00:00:00","46-F",2018-05-25,2,1044
"1356","000804000A0010000","Building (BU) Commercial  Renovation","2018/05/25 00:00:00","46-F",2018-05-25,2,1044
"1357","00000115372000000","Building (BU) Commercial  Renovation","2018/06/20 00:00:00","45-D,45-H",2018-06-20,2,1018
"1358","00000811304500100","Building (BU) Commercial  Renovation","2018/06/14 00:00:00","18-W",2018-06-14,1,1024
"1359","00000102061000000","Building (BU) Commercial  Renovation","2018/07/09 00:00:00","45-Q",2018-07-09,1,999
"1360","00000102058000000","Building (BU) Commercial  Renovation","2018/07/09 00:00:00","45-Q",2018-07-09,1,999
"1361","00000403069000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","25-V",2018-07-06,1,1002
"1362","00000785199500000","Building (BU) Commercial  Renovation","2018/06/04 00:00:00","52-Y,62-C",2018-06-04,1,1034
"1363","005625000303A0100","Building (BU) Commercial  Renovation","2018/07/13 00:00:00","25-W",2018-07-13,12,995
"1364","000579000M01A0000","Building (BU) Commercial  Renovation","2018/06/04 00:00:00","45-B,45-F,45-G",2018-06-04,1,1034
"1365","005410000C0030000","Building (BU) Commercial  Renovation","2018/06/28 00:00:00","36-B",2018-06-28,1,1010
"1366","00000775768000000","Building (BU) Commercial  Renovation","2018/05/30 00:00:00","44-G",2018-05-30,1,1039
"1367","00000775747000000","Building (BU) Commercial  Renovation","2018/05/30 00:00:00","44-G",2018-05-30,1,1039
"1368","0020540B0003A0000","Building (BU) Commercial  Renovation","2018/06/19 00:00:00","35-S",2018-06-19,1,1019
"1369","00000197899000000","Building (BU) Commercial  Renovation","2018/05/30 00:00:00","36-S,36-T",2018-05-30,1,1039
"1370","006307000A13C0000","Building (BU) Commercial  Renovation","2018/05/30 00:00:00","58-G",2018-05-30,1,1039
"1371","00000562552000000","Building (BU) Commercial  Renovation","2018/05/30 00:00:00","58-G",2018-05-30,1,1039
"1372","00000814628460000","Building (BU) Commercial  Renovation","2018/05/30 00:00:00","34-W",2018-05-30,1,1039
"1373","00000814628500000","Building (BU) Commercial  Renovation","2018/05/30 00:00:00","34-W",2018-05-30,1,1039
"1374","00DALAREARAPTT990","Building (BU) Commercial  Renovation","2018/05/30 00:00:00","26-T",2018-05-30,1,1039
"1375","001536000L01A0000","Building (BU) Commercial  Renovation","2018/05/31 00:00:00","35-U,35-V",2018-05-31,1,1038
"1376","007460000C01B0000","Building (BU) Commercial  Renovation","2018/05/30 00:00:00","15-V,15-Z",2018-05-30,1,1039
"1377","00000138736000000","Building (BU) Commercial  Renovation","2018/05/31 00:00:00","35-W",2018-05-31,1,1038
"1378","0056320A0001A0000","Building (BU) Commercial  Renovation","2018/06/01 00:00:00","35-A",2018-06-01,2,1037
"1379","00000110977000000","Building (BU) Commercial  Renovation","2018/06/01 00:00:00","45-M",2018-06-01,1,1037
"1380","00619400040040000","Building (BU) Commercial  Renovation","2018/10/08 00:00:00","48-Y",2018-10-08,1,908
"1381","00000609031000000","Building (BU) Commercial  Renovation","2018/06/01 00:00:00","23-A,23-E",2018-06-01,1,1037
"1382","00000608998000000","Building (BU) Commercial  Renovation","2018/06/01 00:00:00","23-A,23-E",2018-06-01,1,1037
"1383","00000367828000000","Building (BU) Commercial  Renovation","2018/08/09 00:00:00","26-Q",2018-08-09,2,968
"1384","00000367828000000","Building (BU) Commercial  Renovation","2018/08/09 00:00:00","26-Q",2018-08-09,2,968
"1385","00000135400000000","Building (BU) Commercial  Renovation","2018/06/04 00:00:00","45-B,45-F",2018-06-04,2,1034
"1386","00000135427000000","Building (BU) Commercial  Renovation","2018/06/04 00:00:00","45-B,45-F",2018-06-04,2,1034
"1387","00000135400000000","Building (BU) Commercial  Renovation","2018/06/04 00:00:00","45-B,45-F",2018-06-04,2,1034
"1388","00000135427000000","Building (BU) Commercial  Renovation","2018/06/04 00:00:00","45-B,45-F",2018-06-04,2,1034
"1389","00000120346000000","Building (BU) Commercial  Renovation","2018/07/10 00:00:00","36-X",2018-07-10,1,998
"1390","000679000W0010000","Building (BU) Commercial  Renovation","2018/07/10 00:00:00","36-X",2018-07-10,1,998
"1391","007880000001H0000","Building (BU) Commercial  Renovation","2018/06/01 00:00:00","59-X",2018-06-01,1,1037
"1392","00000774454000000","Building (BU) Commercial  Renovation","2018/06/01 00:00:00","59-X",2018-06-01,1,1037
"1393","00000774403000000","Building (BU) Commercial  Renovation","2018/06/01 00:00:00","59-X",2018-06-01,1,1037
"1394","00000502510000000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","44-B,44-C",2018-06-18,1,1020
"1395","00605500620110000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","44-B,44-C",2018-06-18,1,1020
"1396","00000300004000000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","44-T",2018-06-18,1,1020
"1397","000679000W0130000","Building (BU) Commercial  Renovation","2018/07/10 00:00:00","36-X",2018-07-10,1,998
"1398","00000120361000000","Building (BU) Commercial  Renovation","2018/07/10 00:00:00","36-X",2018-07-10,1,998
"1399","00000181612000000","Building (BU) Commercial  Renovation","2018/07/10 00:00:00","36-X",2018-07-10,1,998
"1400","00000811304500000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","18-W",2018-06-18,2,1020
"1401","00000191566000000","Building (BU) Commercial  Renovation","2018/09/11 00:00:00","36-S",2018-09-11,1,935
"1402","00000191569000000","Building (BU) Commercial  Renovation","2018/09/11 00:00:00","36-S",2018-09-11,1,935
"1403","00000737086000000","Building (BU) Commercial  Renovation","2018/06/06 00:00:00","27-V",2018-06-06,1,1032
"1404","CONDO00C2705CONDO","Building (BU) Commercial  Renovation","2018/06/04 00:00:00","36-F",2018-06-04,2,1034
"1405","CONDO00C8151CONDO","Building (BU) Commercial  Renovation","2018/06/26 00:00:00","35-Y",2018-06-26,1,1012
"1406","00098200020020000","Building (BU) Commercial  Renovation","2018/06/26 00:00:00","35-Y",2018-06-26,1,1012
"1407","000931000101A0000","Building (BU) Commercial  Renovation","2018/06/07 00:00:00","45-E",2018-06-07,1,1031
"1408","00000122824000000","Building (BU) Commercial  Renovation","2018/07/12 00:00:00","46-A",2018-07-12,1,996
"1409","00000768283000000","Building (BU) Commercial  Renovation","2018/06/13 00:00:00","16-K,16-P",2018-06-13,1,1025
"1410","0087210A000020000","Building (BU) Commercial  Renovation","2018/06/19 00:00:00","71B-C",2018-06-19,1,1019
"1411","001501000301A0000","Building (BU) Commercial  Renovation","2018/08/02 00:00:00","35-W",2018-08-02,7,975
"1412","001501000301A0000","Building (BU) Commercial  Renovation","2018/08/02 00:00:00","35-W",2018-08-02,7,975
"1413","00000767316000000","Building (BU) Commercial  Renovation","2018/06/08 00:00:00","16-S",2018-06-08,1,1030
"1414","00000636410000000","Building (BU) Commercial  Renovation","2018/06/11 00:00:00","66-F",2018-06-11,5,1027
"1415","00000445421000000","Building (BU) Commercial  Renovation","2018/06/11 00:00:00","66-F",2018-06-11,5,1027
"1416","00000636410000000","Building (BU) Commercial  Renovation","2018/06/11 00:00:00","66-F",2018-06-11,5,1027
"1417","00000445421000000","Building (BU) Commercial  Renovation","2018/06/11 00:00:00","66-F",2018-06-11,5,1027
"1418","00000582613050000","Building (BU) Commercial  Renovation","2018/06/11 00:00:00","13-Z,14-W",2018-06-11,1,1027
"1419","000073000A01A0000","Building (BU) Commercial  Renovation","2018/08/30 00:00:00","45-P",2018-08-30,6,947
"1420","0084090A000010000","Building (BU) Commercial  Renovation","2018/06/15 00:00:00","16-Z",2018-06-15,6,1023
"1421","00000107768500000","Building (BU) Commercial  Renovation","2018/10/11 00:00:00","45-P",2018-10-11,9,905
"1422","000073000A01A0000","Building (BU) Commercial  Renovation","2018/08/30 00:00:00","45-P",2018-08-30,6,947
"1423","000073000A01A0000","Building (BU) Commercial  Renovation","2018/08/30 00:00:00","45-P",2018-08-30,6,947
"1424","000073000A01A0000","Building (BU) Commercial  Renovation","2018/08/30 00:00:00","45-P",2018-08-30,6,947
"1425","000073000A01A0000","Building (BU) Commercial  Renovation","2018/08/30 00:00:00","45-P",2018-08-30,6,947
"1426","000073000A01A0000","Building (BU) Commercial  Renovation","2018/08/30 00:00:00","45-P",2018-08-30,6,947
"1427","00000771628000000","Building (BU) Commercial  Renovation","2018/06/12 00:00:00","68-D",2018-06-12,1,1026
"1428","002869000A04A0000","Building (BU) Commercial  Renovation","2018/06/26 00:00:00","36-L",2018-06-26,1,1012
"1429","00000818285750000","Building (BU) Commercial  Renovation","2018/06/12 00:00:00","61B-T",2018-06-12,1,1026
"1430","007698000001B0000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","33-X",2018-06-18,1,1020
"1431","0066360A000010000","Building (BU) Commercial  Renovation","2018/06/25 00:00:00","64-V",2018-06-25,1,1013
"1432","005776000801A0000","Building (BU) Commercial  Renovation","2018/06/12 00:00:00","23-U",2018-06-12,2,1026
"1433","00000778163000000","Building (BU) Commercial  Renovation","2018/06/27 00:00:00","34-W,44-A",2018-06-27,1,1011
"1434","00649600040030000","Building (BU) Commercial  Renovation","2018/06/13 00:00:00","22-Z",2018-06-13,1,1025
"1435","00000258884000000","Building (BU) Commercial  Renovation","2018/08/23 00:00:00","54-F",2018-08-23,1,954
"1436","007553000A0030000","Building (BU) Commercial  Renovation","2018/09/14 00:00:00","73-C,73-G",2018-09-14,1,932
"1437","007007000B06A0000","Building (BU) Commercial  Renovation","2018/06/14 00:00:00","14-H,14-M",2018-06-14,3,1024
"1438","006458000A01D0000","Building (BU) Commercial  Renovation","2018/06/14 00:00:00","23-P",2018-06-14,2,1024
"1439","00000376852000000","Building (BU) Commercial  Renovation","2018/06/22 00:00:00","38-C,38-G",2018-06-22,1,1016
"1440","006605000A0010000","Building (BU) Commercial  Renovation","2018/06/14 00:00:00","23-E",2018-06-14,1,1024
"1441","00000610894000000","Building (BU) Commercial  Renovation","2018/06/15 00:00:00","53-T",2018-06-15,1,1023
"1442","00000766295500000","Building (BU) Commercial  Renovation","2018/06/15 00:00:00","32-Z",2018-06-15,1,1023
"1443","00000787140000100","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","27-D,28-A",2018-06-18,1,1020
"1444","005082000008A0000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","24-X",2018-06-18,2,1020
"1445","00000732877200000","Building (BU) Commercial  Renovation","2018/11/20 00:00:00","15-P",2018-11-20,3,865
"1446","007295002005A0000","Building (BU) Commercial  Renovation","2018/06/15 00:00:00","38-W",2018-06-15,1,1023
"1447","00000283549000000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","55-N",2018-06-18,1,1020
"1448","00000283567000000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","55-N",2018-06-18,1,1020
"1449","00000283570000000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","55-N",2018-06-18,1,1020
"1450","00000100219000000","Building (BU) Commercial  Renovation","2018/06/19 00:00:00","45-K,45-P",2018-06-19,2,1019
"1451","00000100219000000","Building (BU) Commercial  Renovation","2018/06/19 00:00:00","45-K,45-P",2018-06-19,2,1019
"1452","0082280B0001A0000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","4-L",2018-06-18,2,1020
"1453","00000135532000000","Building (BU) Commercial  Renovation","2018/07/12 00:00:00","45-B",2018-07-12,1,996
"1454","00804900210010000","Building (BU) Commercial  Renovation","2018/06/15 00:00:00","39-B,39-C",2018-06-15,1,1023
"1455","00000377977000000","Building (BU) Commercial  Renovation","2018/06/18 00:00:00","38-F",2018-06-18,1,1020
"1456","00000241702000000","Building (BU) Commercial  Renovation","2018/07/16 00:00:00","36-L,36-M",2018-07-16,3,992
"1457","00000335290000000","Building (BU) Commercial  Renovation","2018/06/19 00:00:00","55-F",2018-06-19,1,1019
"1458","00000297787000000","Building (BU) Commercial  Renovation","2018/06/19 00:00:00","55-F",2018-06-19,1,1019
"1459","00000803539000000","Building (BU) Commercial  Renovation","2018/10/10 00:00:00","52-B",2018-10-10,1,906
"1460","00000803536000000","Building (BU) Commercial  Renovation","2018/10/10 00:00:00","52-B",2018-10-10,1,906
"1461","00000101371000000","Building (BU) Commercial  Renovation","2018/09/11 00:00:00","45-Q",2018-09-11,3,935
"1462","001501000301A0000","Building (BU) Commercial  Renovation","2018/08/02 00:00:00","35-W",2018-08-02,7,975
"1463","001501000301A0000","Building (BU) Commercial  Renovation","2018/08/02 00:00:00","35-W",2018-08-02,7,975
"1464","001501000301A0000","Building (BU) Commercial  Renovation","2018/08/02 00:00:00","35-W",2018-08-02,7,975
"1465","001501000301A0000","Building (BU) Commercial  Renovation","2018/08/02 00:00:00","35-W",2018-08-02,7,975
"1466","00000603712000000","Building (BU) Commercial  Renovation","2018/07/03 00:00:00","22-G",2018-07-03,1,1005
"1467","001501000301A0000","Building (BU) Commercial  Renovation","2018/08/02 00:00:00","35-W",2018-08-02,7,975
"1468","00000398413000000","Building (BU) Commercial  Renovation","2018/11/20 00:00:00","36-D",2018-11-20,1,865
"1469","00000398416000000","Building (BU) Commercial  Renovation","2018/11/20 00:00:00","36-D",2018-11-20,1,865
"1470","00000394341300000","Building (BU) Commercial  Renovation","2018/06/20 00:00:00","26-X",2018-06-20,2,1018
"1471","00000513820000000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1472","006118000A01A0000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1473","00000513820000000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1474","006118000A01A0000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1475","00000513820000000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1476","006118000A01A0000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1477","00000513820000000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1478","006118000A01A0000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1479","0072140F000000000","Building (BU) Commercial  Renovation","2018/06/22 00:00:00","42-V,43-S",2018-06-22,2,1016
"1480","00000513820000000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1481","006118000A01A0000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","48-Y",2018-07-17,5,991
"1482","00000118858000000","Building (BU) Commercial  Renovation","2018/12/26 00:00:00","45-D",2018-12-26,1,829
"1483","000657000B14A0000","Building (BU) Commercial  Renovation","2018/12/26 00:00:00","45-D",2018-12-26,1,829
"1484","00000558118000000","Building (BU) Commercial  Renovation","2018/06/21 00:00:00","58-S",2018-06-21,1,1017
"1485","00000558115000000","Building (BU) Commercial  Renovation","2018/06/21 00:00:00","58-S",2018-06-21,1,1017
"1486","00000110929000000","Building (BU) Commercial  Renovation","2018/07/11 00:00:00","45-M",2018-07-11,3,997
"1487","005720000B0010000","Building (BU) Commercial  Renovation","2018/06/22 00:00:00","34-P",2018-06-22,1,1016
"1488","00000225934000000","Building (BU) Commercial  Renovation","2018/06/22 00:00:00","47-E",2018-06-22,2,1016
"1489","00000527657600000","Building (BU) Commercial  Renovation","2018/09/21 00:00:00","43-V",2018-09-21,1,925
"1490","00000600502000000","Building (BU) Commercial  Renovation","2018/06/22 00:00:00","23-S",2018-06-22,2,1016
"1491","CONDO00C6762CONDO","Building (BU) Commercial  Renovation","2018/06/22 00:00:00","23-S",2018-06-22,2,1016
"1492","00000225934000000","Building (BU) Commercial  Renovation","2018/06/22 00:00:00","47-E",2018-06-22,2,1016
"1493","0052133D000010000","Building (BU) Commercial  Renovation","2018/06/25 00:00:00","26-K,26-L",2018-06-25,1,1013
"1494","00000200296000000","Building (BU) Commercial  Renovation","2018/07/16 00:00:00","46-H",2018-07-16,1,992
"1495","00000429805000000","Building (BU) Commercial  Renovation","2018/06/25 00:00:00","34-K",2018-06-25,1,1013
"1496","00000598411000000","Building (BU) Commercial  Renovation","2018/06/25 00:00:00","23-K",2018-06-25,1,1013
"1497","006387000A0010000","Building (BU) Commercial  Renovation","2018/08/07 00:00:00","14-Y,14-Z,24-C,24-D",2018-08-07,4,970
"1498","006387000A0010000","Building (BU) Commercial  Renovation","2018/08/07 00:00:00","14-Y,14-Z,24-C,24-D",2018-08-07,4,970
"1499","00000537297150000","Building (BU) Commercial  Renovation","2018/07/30 00:00:00","48-R",2018-07-30,1,978
"1500","00000574858000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","33-X",2018-07-06,1,1002
"1501","00000574852000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","33-X",2018-07-06,1,1002
"1502","00000680539100000","Building (BU) Commercial  Renovation","2018/06/26 00:00:00","43-M",2018-06-26,1,1012
"1503","00000680559500000","Building (BU) Commercial  Renovation","2018/06/26 00:00:00","43-M",2018-06-26,1,1012
"1504","0075260L0001A0000","Building (BU) Commercial  Renovation","2018/06/26 00:00:00","28-N",2018-06-26,1,1012
"1505","002016000316A0000","Building (BU) Commercial  Renovation","2018/07/24 00:00:00","35-R",2018-07-24,1,984
"1506","006717000A01G0000","Building (BU) Commercial  Renovation","2018/07/05 00:00:00","59-L",2018-07-05,1,1003
"1507","00000601954400000","Building (BU) Commercial  Renovation","2018/06/27 00:00:00","22-R,23-N",2018-06-27,1,1011
"1508","00000601954300000","Building (BU) Commercial  Renovation","2018/06/27 00:00:00","22-R,23-N",2018-06-27,1,1011
"1509","CONDO00C4738CONDO","Building (BU) Commercial  Renovation","2018/06/27 00:00:00","15-N",2018-06-27,1,1011
"1510","005414000C0020000","Building (BU) Commercial  Renovation","2018/07/19 00:00:00","26-Z",2018-07-19,2,989
"1511","005414000C0020000","Building (BU) Commercial  Renovation","2018/07/19 00:00:00","26-Z",2018-07-19,2,989
"1512","00000379567000000","Building (BU) Commercial  Renovation","2018/11/19 00:00:00","38-F",2018-11-19,3,866
"1513","00000379567000000","Building (BU) Commercial  Renovation","2018/11/19 00:00:00","38-F",2018-11-19,3,866
"1514","0016260I0002A0000","Building (BU) Commercial  Renovation","2018/06/28 00:00:00","35-R",2018-06-28,2,1010
"1515","00000820501200000","Building (BU) Commercial  Renovation","2018/07/19 00:00:00","6-N,6-P",2018-07-19,1,989
"1516","00000766294000000","Building (BU) Commercial  Renovation","2018/06/28 00:00:00","32-Z",2018-06-28,2,1010
"1517","00000355285000000","Building (BU) Commercial  Renovation","2018/08/22 00:00:00","34-D",2018-08-22,1,955
"1518","00000355279000000","Building (BU) Commercial  Renovation","2018/08/22 00:00:00","34-D",2018-08-22,1,955
"1519","00000631339000100","Building (BU) Commercial  Renovation","2018/09/11 00:00:00","49-Y",2018-09-11,2,935
"1520","00695200010010000","Building (BU) Commercial  Renovation","2018/06/28 00:00:00","62-H",2018-06-28,1,1010
"1521","00000631339000100","Building (BU) Commercial  Renovation","2018/09/11 00:00:00","49-Y",2018-09-11,2,935
"1522","00000259399000000","Building (BU) Commercial  Renovation","2018/06/29 00:00:00","54-F",2018-06-29,1,1009
"1523","00000581186550000","Building (BU) Commercial  Renovation","2018/06/29 00:00:00","24-C",2018-06-29,1,1009
"1524","00000581185000000","Building (BU) Commercial  Renovation","2018/06/29 00:00:00","24-C",2018-06-29,1,1009
"1525","00000157411000000","Building (BU) Commercial  Renovation","2018/06/29 00:00:00","35-T",2018-06-29,1,1009
"1526","00000805949000000","Building (BU) Commercial  Renovation","2018/06/29 00:00:00","52-E,52-F",2018-06-29,2,1009
"1527","00000600517000000","Building (BU) Commercial  Renovation","2018/07/05 00:00:00","23-S",2018-07-05,1,1003
"1528","00000600754000000","Building (BU) Commercial  Renovation","2018/07/05 00:00:00","23-S",2018-07-05,1,1003
"1529","00000146908000000","Building (BU) Commercial  Renovation","2018/09/25 00:00:00","46-L",2018-09-25,4,921
"1530","00000146908000000","Building (BU) Commercial  Renovation","2018/09/25 00:00:00","46-L",2018-09-25,4,921
"1531","00000671095000000","Building (BU) Commercial  Renovation","2018/06/29 00:00:00","27-V,27-Z,28-S,28-W",2018-06-29,1,1009
"1532","00000681910000000","Building (BU) Commercial  Renovation","2018/07/30 00:00:00","43-M,43-R",2018-07-30,1,978
"1533","00000597070000000","Building (BU) Commercial  Renovation","2018/09/04 00:00:00","23-T",2018-09-04,1,942
"1534","00000103168000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1535","00000103159000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1536","007075000401B0000","Building (BU) Commercial  Renovation","2018/07/02 00:00:00","56-L",2018-07-02,1,1006
"1537","000780000A01ATE00","Building (BU) Commercial  Renovation","2018/07/24 00:00:00","46-E",2018-07-24,3,984
"1538","000780000A01A0200","Building (BU) Commercial  Renovation","2018/07/24 00:00:00","46-E",2018-07-24,2,984
"1539","00000103168000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1540","00000103159000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1541","00000506827000000","Building (BU) Commercial  Renovation","2018/07/02 00:00:00","56-W",2018-07-02,1,1006
"1542","00000589375000000","Building (BU) Commercial  Renovation","2018/06/29 00:00:00","23-G,23-H",2018-06-29,1,1009
"1543","00000587731000000","Building (BU) Commercial  Renovation","2018/06/29 00:00:00","23-G,23-H",2018-06-29,1,1009
"1544","00000103168000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1545","00000103159000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1546","00000103168000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1547","00000103159000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1548","00000103168000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1549","00000103159000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1550","00000103168000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1551","00000103159000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1552","00000103168000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1553","00000103159000000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","45-L",2018-07-06,7,1002
"1554","00000700064000000","Building (BU) Commercial  Renovation","2018/07/03 00:00:00","42-Q,42-U",2018-07-03,1,1005
"1555","00000475030000000","Building (BU) Commercial  Renovation","2018/07/02 00:00:00","64-B",2018-07-02,1,1006
"1556","00598500000040000","Building (BU) Commercial  Renovation","2018/07/02 00:00:00","64-B",2018-07-02,1,1006
"1557","00000129436000000","Building (BU) Commercial  Renovation","2018/07/31 00:00:00","46-J",2018-07-31,1,977
"1558","0065090N000020000","Building (BU) Commercial  Renovation","2018/07/03 00:00:00","23-N",2018-07-03,1,1005
"1559","0064690A000040100","Building (BU) Commercial  Renovation","2018/07/03 00:00:00","23-N",2018-07-03,1,1005
"1560","008222000B07J0000","Building (BU) Commercial  Renovation","2018/08/13 00:00:00","14-D,15-A,4-Z,5-W",2018-08-13,3,964
"1561","008222000B07H0000","Building (BU) Commercial  Renovation","2018/08/13 00:00:00","14-D,15-A,4-Z,5-W",2018-08-13,3,964
"1562","00000715741000000","Building (BU) Commercial  Renovation","2018/07/05 00:00:00","39-E",2018-07-05,2,1003
"1563","006512000301B0000","Building (BU) Commercial  Renovation","2018/10/18 00:00:00","22-M",2018-10-18,1,898
"1564","00693200020020000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","63-W",2018-07-06,1,1002
"1565","00693200020010000","Building (BU) Commercial  Renovation","2018/07/06 00:00:00","63-W",2018-07-06,1,1002
"1566","00000103531000000","Building (BU) Commercial  Renovation","2018/07/09 00:00:00","45-M",2018-07-09,2,999
"1567","006499000D0020000","Building (BU) Commercial  Renovation","2018/07/09 00:00:00","22-Z",2018-07-09,1,999
"1568","006931000A02A0000","Building (BU) Commercial  Renovation","2018/07/13 00:00:00","63-T,63-W,63-X",2018-07-13,4,995
"1569","006931000A02E0100","Building (BU) Commercial  Renovation","2018/07/13 00:00:00","63-T,63-W,63-X",2018-07-13,4,995
"1570","00000767319250000","Building (BU) Commercial  Renovation","2018/07/20 00:00:00","16-S,16-T",2018-07-20,5,988
"1571","00000794216050000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","17-X,27-B",2018-07-17,8,991
"1572","000233000001A0000","Building (BU) Commercial  Renovation","2018/07/11 00:00:00","45-K",2018-07-11,1,997
"1573","00000794216050000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","17-X,27-B",2018-07-17,8,991
"1574","00000794216050000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","17-X,27-B",2018-07-17,8,991
"1575","00000794216050000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","17-X,27-B",2018-07-17,8,991
"1576","00000799681120000","Building (BU) Commercial  Renovation","2018/07/11 00:00:00","5-K",2018-07-11,1,997
"1577","00000794216050000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","17-X,27-B",2018-07-17,8,991
"1578","00000794216050000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","17-X,27-B",2018-07-17,8,991
"1579","00000810971200000","Building (BU) Commercial  Renovation","2018/07/11 00:00:00","16-Z,17-W",2018-07-11,4,997
"1580","00000794216050000","Building (BU) Commercial  Renovation","2018/07/17 00:00:00","17-X,27-B",2018-07-17,8,991
"1581","00000258337000000","Building (BU) Commercial  Renovation","2018/07/12 00:00:00","54-F,54-G",2018-07-12,1,996
"1582","006151000K0010000","Building (BU) Commercial  Renovation","2018/07/23 00:00:00","24-K",2018-07-23,1,985
"1583","006560000A0080000","Building (BU) Commercial  Renovation","2018/10/12 00:00:00","22-C,22-D",2018-10-12,2,904
"1584","00000432379000000","Building (BU) Commercial  Renovation","2018/10/02 00:00:00","33-C",2018-10-02,1,914
"1585","006560000A0080000","Building (BU) Commercial  Renovation","2018/10/12 00:00:00","22-C,22-D",2018-10-12,2,904
"1586","00000335116000000","Building (BU) Commercial  Renovation","2018/07/16 00:00:00","33-M",2018-07-16,1,992
"1587","008708000202D0000","Building (BU) Commercial  Renovation","2018/09/19 00:00:00","14-D",2018-09-19,1,927
"1588","008708000202C0000","Building (BU) Commercial  Renovation","2018/09/19 00:00:00","14-D",2018-09-19,1,927
